"";"ModulePath";"ModuleLevel";"AlternativeCost";"pid"
"465";"jquery/build/test/data/";4;-28292;1
"469";"jquery/test/data/";3;-23108;1
"470";"jquery/test/unit/";3;-16175;1
"480";"jquery/build/lib/";3;-9243;1
"501";"jquery/";1;-83187;1
"503";"jquery/docs/";2;-13569;1
"508";"jquery/docs/style/";3;-10103;1
"509";"jquery/src/ajax/";3;-4622;1
"516";"jquery/build/";2;-22812;1
"519";"jquery/test/";2;-31195;1
"520";"jquery/test/lib/Test/";4;-9243;1
"522";"jquery/test/lib/";3;-10399;1
"530";"jquery/build/test/";3;-29448;1
"534";"jquery/src/";2;-26574;1
"535";"jquery/build/test/data/";4;-28292;1
"539";"jquery/test/data/";3;-23108;1
"540";"jquery/test/unit/";3;-16176;1
"550";"jquery/build/lib/";3;-9243;1
"571";"jquery/";1;-83186;1
"573";"jquery/docs/";2;-13568;1
"578";"jquery/docs/style/";3;-10102;1
"579";"jquery/src/ajax/";3;-4621;1
"586";"jquery/build/";2;-22811;1
"589";"jquery/test/";2;-31195;1
"590";"jquery/test/lib/Test/";4;-9243;1
"592";"jquery/test/lib/";3;-10398;1
"600";"jquery/build/test/";3;-29447;1
"604";"jquery/src/";2;-26573;1
"605";"jquery/build/test/data/";4;-28291;1
"609";"jquery/test/data/";3;-23107;1
"610";"jquery/test/unit/";3;-16175;1
"620";"jquery/build/lib/";3;-9243;1
"641";"jquery/";1;-83186;1
"643";"jquery/docs/";2;-13568;1
"648";"jquery/docs/style/";3;-10102;1
"649";"jquery/src/ajax/";3;-4621;1
"656";"jquery/build/";2;-22811;1
"659";"jquery/test/";2;-31195;1
"660";"jquery/test/lib/Test/";4;-9243;1
"662";"jquery/test/lib/";3;-10398;1
"670";"jquery/build/test/";3;-29447;1
"674";"jquery/src/";2;-26573;1
"675";"jquery/build/test/data/";4;-28292;1
"679";"jquery/test/data/";3;-23107;1
"680";"jquery/test/unit/";3;-16175;1
"690";"jquery/build/lib/";3;-9243;1
"711";"jquery/";1;-83186;1
"713";"jquery/docs/";2;-13568;1
"718";"jquery/docs/style/";3;-10102;1
"719";"jquery/src/ajax/";3;-4621;1
"726";"jquery/build/";2;-22811;1
"729";"jquery/test/";2;-31195;1
"730";"jquery/test/lib/Test/";4;-9243;1
"732";"jquery/test/lib/";3;-10398;1
"740";"jquery/build/test/";3;-29447;1
"744";"jquery/src/";2;-26573;1
"745";"jquery/build/test/data/";4;-28292;1
"749";"jquery/test/data/";3;-23107;1
"750";"jquery/test/unit/";3;-16175;1
"760";"jquery/build/lib/";3;-9243;1
"781";"jquery/";1;-83186;1
"783";"jquery/docs/";2;-13568;1
"788";"jquery/docs/style/";3;-10102;1
"789";"jquery/src/ajax/";3;-4621;1
"796";"jquery/build/";2;-22811;1
"799";"jquery/test/";2;-31195;1
"800";"jquery/test/lib/Test/";4;-9243;1
"802";"jquery/test/lib/";3;-10398;1
"810";"jquery/build/test/";3;-29447;1
"814";"jquery/src/";2;-26573;1
"815";"jquery/build/test/data/";4;-28292;1
"819";"jquery/test/data/";3;-23107;1
"820";"jquery/test/unit/";3;-16175;1
"830";"jquery/build/lib/";3;-9243;1
"851";"jquery/";1;-83186;1
"853";"jquery/docs/";2;-13568;1
"858";"jquery/docs/style/";3;-10102;1
"859";"jquery/src/ajax/";3;-4621;1
"866";"jquery/build/";2;-22811;1
"869";"jquery/test/";2;-31195;1
"870";"jquery/test/lib/Test/";4;-9243;1
"872";"jquery/test/lib/";3;-10398;1
"880";"jquery/build/test/";3;-29447;1
"884";"jquery/src/";2;-26573;1
"885";"jquery/build/test/data/";4;-28292;1
"889";"jquery/test/data/";3;-23107;1
"890";"jquery/test/unit/";3;-16175;1
"900";"jquery/build/lib/";3;-9243;1
"921";"jquery/";1;-83186;1
"923";"jquery/docs/";2;-13568;1
"928";"jquery/docs/style/";3;-10102;1
"929";"jquery/src/ajax/";3;-4621;1
"936";"jquery/build/";2;-22811;1
"939";"jquery/test/";2;-31195;1
"940";"jquery/test/lib/Test/";4;-9243;1
"942";"jquery/test/lib/";3;-10398;1
"950";"jquery/build/test/";3;-29447;1
"954";"jquery/src/";2;-26573;1
"955";"jquery/build/test/data/";4;-28292;1
"959";"jquery/test/data/";3;-23107;1
"960";"jquery/test/unit/";3;-16175;1
"970";"jquery/build/lib/";3;-9243;1
"991";"jquery/";1;-83186;1
"993";"jquery/docs/";2;-13568;1
"998";"jquery/docs/style/";3;-10102;1
"999";"jquery/src/ajax/";3;-4621;1
"1006";"jquery/build/";2;-22811;1
"1009";"jquery/test/";2;-31195;1
"1010";"jquery/test/lib/Test/";4;-9243;1
"1012";"jquery/test/lib/";3;-10398;1
"1020";"jquery/build/test/";3;-29447;1
"1024";"jquery/src/";2;-26573;1
"1025";"jquery/build/test/data/";4;-28292;1
"1029";"jquery/test/data/";3;-23107;1
"1030";"jquery/test/unit/";3;-16175;1
"1040";"jquery/build/lib/";3;-9243;1
"1061";"jquery/";1;-83186;1
"1063";"jquery/docs/";2;-13568;1
"1068";"jquery/docs/style/";3;-10102;1
"1069";"jquery/src/ajax/";3;-4622;1
"1076";"jquery/build/";2;-22811;1
"1079";"jquery/test/";2;-31195;1
"1080";"jquery/test/lib/Test/";4;-9243;1
"1082";"jquery/test/lib/";3;-10398;1
"1090";"jquery/build/test/";3;-29447;1
"1094";"jquery/src/";2;-26574;1
"1095";"jquery/build/test/data/";4;-28292;1
"1099";"jquery/test/data/";3;-23107;1
"1100";"jquery/test/unit/";3;-16175;1
"1110";"jquery/build/lib/";3;-9243;1
"1131";"jquery/";1;-83187;1
"1133";"jquery/docs/";2;-13569;1
"1138";"jquery/docs/style/";3;-10102;1
"1139";"jquery/src/ajax/";3;-4622;1
"1146";"jquery/build/";2;-22811;1
"1149";"jquery/test/";2;-31195;1
"1150";"jquery/test/lib/Test/";4;-9243;1
"1152";"jquery/test/lib/";3;-10399;1
"1160";"jquery/build/test/";3;-29447;1
"1164";"jquery/src/";2;-26574;1
"1165";"jquery/build/test/data/";4;-28292;1
"1169";"jquery/test/data/";3;-23108;1
"1170";"jquery/test/unit/";3;-16175;1
"1180";"jquery/build/lib/";3;-9243;1
"1201";"jquery/";1;-83186;1
"1203";"jquery/docs/";2;-13568;1
"1208";"jquery/docs/style/";3;-10102;1
"1209";"jquery/src/ajax/";3;-4621;1
"1216";"jquery/build/";2;-22811;1
"1219";"jquery/test/";2;-31194;1
"1220";"jquery/test/lib/Test/";4;-9242;1
"1222";"jquery/test/lib/";3;-10398;1
"1230";"jquery/build/test/";3;-29447;1
"1234";"jquery/src/";2;-26573;1
"1235";"jquery/build/test/data/";4;-28291;1
"1239";"jquery/test/data/";3;-23107;1
"1240";"jquery/test/unit/";3;-16175;1
"1250";"jquery/build/lib/";3;-9242;1
"1271";"jquery/";1;-83186;1
"1273";"jquery/docs/";2;-13568;1
"1278";"jquery/docs/style/";3;-10102;1
"1279";"jquery/src/ajax/";3;-4621;1
"1286";"jquery/build/";2;-22811;1
"1289";"jquery/test/";2;-31195;1
"1290";"jquery/test/lib/Test/";4;-9243;1
"1292";"jquery/test/lib/";3;-10398;1
"1300";"jquery/build/test/";3;-29447;1
"1304";"jquery/src/";2;-26573;1
"1305";"jquery/build/test/data/";4;-28291;1
"1309";"jquery/test/data/";3;-23107;1
"1310";"jquery/test/unit/";3;-16175;1
"1320";"jquery/build/lib/";3;-9243;1
"1341";"jquery/";1;-83186;1
"1343";"jquery/docs/";2;-13568;1
"1348";"jquery/docs/style/";3;-10102;1
"1349";"jquery/src/ajax/";3;-4621;1
"1356";"jquery/build/";2;-22811;1
"1359";"jquery/test/";2;-31195;1
"1360";"jquery/test/lib/Test/";4;-9243;1
"1362";"jquery/test/lib/";3;-10398;1
"1370";"jquery/build/test/";3;-29447;1
"1374";"jquery/src/";2;-26573;1
"1375";"jquery/build/test/data/";4;-28292;1
"1379";"jquery/test/data/";3;-23107;1
"1380";"jquery/test/unit/";3;-16175;1
"1390";"jquery/build/lib/";3;-9243;1
"1411";"jquery/";1;-83186;1
"1413";"jquery/docs/";2;-13568;1
"1418";"jquery/docs/style/";3;-10102;1
"1419";"jquery/src/ajax/";3;-4622;1
"1426";"jquery/build/";2;-22811;1
"1429";"jquery/test/";2;-31195;1
"1430";"jquery/test/lib/Test/";4;-9243;1
"1432";"jquery/test/lib/";3;-10398;1
"1440";"jquery/build/test/";3;-29447;1
"1444";"jquery/src/";2;-26573;1
"1445";"jquery/build/test/data/";4;-28292;1
"1449";"jquery/test/data/";3;-23107;1
"1450";"jquery/test/unit/";3;-16175;1
"1460";"jquery/build/lib/";3;-9243;1
"1481";"jquery/";1;-83187;1
"1483";"jquery/docs/";2;-13568;1
"1488";"jquery/docs/style/";3;-10102;1
"1489";"jquery/src/ajax/";3;-4622;1
"1496";"jquery/build/";2;-22811;1
"1499";"jquery/test/";2;-31195;1
"1500";"jquery/test/lib/Test/";4;-9243;1
"1502";"jquery/test/lib/";3;-10399;1
"1510";"jquery/build/test/";3;-29447;1
"1514";"jquery/src/";2;-26574;1
"1515";"jquery/build/test/data/";4;-28292;1
"1519";"jquery/test/data/";3;-23108;1
"1520";"jquery/test/unit/";3;-16175;1
"1530";"jquery/build/lib/";3;-9243;1
"1551";"jquery/";1;-83186;1
"1553";"jquery/docs/";2;-13568;1
"1558";"jquery/docs/style/";3;-10102;1
"1559";"jquery/src/ajax/";3;-4621;1
"1566";"jquery/build/";2;-22811;1
"1569";"jquery/test/";2;-31195;1
"1570";"jquery/test/lib/Test/";4;-9243;1
"1572";"jquery/test/lib/";3;-10398;1
"1580";"jquery/build/test/";3;-29447;1
"1584";"jquery/src/";2;-26573;1
"1585";"jquery/build/test/data/";4;-28292;1
"1589";"jquery/test/data/";3;-23107;1
"1590";"jquery/test/unit/";3;-16175;1
"1600";"jquery/build/lib/";3;-9243;1
"1621";"jquery/";1;-83186;1
"1623";"jquery/docs/";2;-13568;1
"1628";"jquery/docs/style/";3;-10102;1
"1629";"jquery/src/ajax/";3;-4621;1
"1636";"jquery/build/";2;-22811;1
"1639";"jquery/test/";2;-31195;1
"1640";"jquery/test/lib/Test/";4;-9243;1
"1642";"jquery/test/lib/";3;-10398;1
"1650";"jquery/build/test/";3;-29447;1
"1654";"jquery/src/";2;-26573;1
"1655";"jquery/build/test/data/";4;-28292;1
"1659";"jquery/test/data/";3;-23107;1
"1660";"jquery/test/unit/";3;-16175;1
"1670";"jquery/build/lib/";3;-9243;1
"1691";"jquery/";1;-83186;1
"1693";"jquery/docs/";2;-13568;1
"1698";"jquery/docs/style/";3;-10102;1
"1699";"jquery/src/ajax/";3;-4621;1
"1706";"jquery/build/";2;-22811;1
"1709";"jquery/test/";2;-31195;1
"1710";"jquery/test/lib/Test/";4;-9243;1
"1712";"jquery/test/lib/";3;-10398;1
"1720";"jquery/build/test/";3;-29447;1
"1724";"jquery/src/";2;-26573;1
"1725";"jquery/build/test/data/";4;-28292;1
"1729";"jquery/test/data/";3;-23107;1
"1730";"jquery/test/unit/";3;-16175;1
"1740";"jquery/build/lib/";3;-9243;1
"1761";"jquery/";1;-83186;1
"1763";"jquery/docs/";2;-13568;1
"1768";"jquery/docs/style/";3;-10102;1
"1769";"jquery/src/ajax/";3;-4622;1
"1776";"jquery/build/";2;-22811;1
"1779";"jquery/test/";2;-31195;1
"1780";"jquery/test/lib/Test/";4;-9243;1
"1782";"jquery/test/lib/";3;-10398;1
"1790";"jquery/build/test/";3;-29447;1
"1794";"jquery/src/";2;-26573;1
"1795";"jquery/build/test/data/";4;-28292;1
"1799";"jquery/test/data/";3;-23107;1
"1800";"jquery/test/unit/";3;-16175;1
"1810";"jquery/build/lib/";3;-9243;1
"1831";"jquery/";1;-83187;1
"1833";"jquery/docs/";2;-13568;1
"1838";"jquery/docs/style/";3;-10102;1
"1839";"jquery/src/ajax/";3;-4622;1
"1846";"jquery/build/";2;-22811;1
"1849";"jquery/test/";2;-31195;1
"1850";"jquery/test/lib/Test/";4;-9243;1
"1852";"jquery/test/lib/";3;-10399;1
"1860";"jquery/build/test/";3;-29447;1
"1864";"jquery/src/";2;-26574;1
"1865";"jquery/build/test/data/";4;-28292;1
"1869";"jquery/test/data/";3;-23108;1
"1870";"jquery/test/unit/";3;-16175;1
"1880";"jquery/build/lib/";3;-9243;1
"1901";"jquery/";1;-83187;1
"1903";"jquery/docs/";2;-13568;1
"1908";"jquery/docs/style/";3;-10102;1
"1909";"jquery/src/ajax/";3;-4622;1
"1916";"jquery/build/";2;-22811;1
"1919";"jquery/test/";2;-31195;1
"1920";"jquery/test/lib/Test/";4;-9243;1
"1922";"jquery/test/lib/";3;-10399;1
"1930";"jquery/build/test/";3;-29447;1
"1934";"jquery/src/";2;-26574;1
"1935";"jquery/build/test/data/";4;-28292;1
"1939";"jquery/test/data/";3;-23108;1
"1940";"jquery/test/unit/";3;-16175;1
"1950";"jquery/build/lib/";3;-9243;1
"1971";"jquery/";1;-83187;1
"1973";"jquery/docs/";2;-13568;1
"1978";"jquery/docs/style/";3;-10102;1
"1979";"jquery/src/ajax/";3;-4622;1
"1986";"jquery/build/";2;-22811;1
"1989";"jquery/test/";2;-31195;1
"1990";"jquery/test/lib/Test/";4;-9243;1
"1992";"jquery/test/lib/";3;-10399;1
"2000";"jquery/build/test/";3;-29447;1
"2004";"jquery/src/";2;-26574;1
"2005";"jquery/build/test/data/";4;-28292;1
"2009";"jquery/test/data/";3;-23108;1
"2010";"jquery/test/unit/";3;-16175;1
"2020";"jquery/build/lib/";3;-9243;1
"2041";"jquery/";1;-83187;1
"2043";"jquery/docs/";2;-13569;1
"2048";"jquery/docs/style/";3;-10102;1
"2049";"jquery/src/ajax/";3;-4622;1
"2056";"jquery/build/";2;-22812;1
"2059";"jquery/test/";2;-31195;1
"2060";"jquery/test/lib/Test/";4;-9243;1
"2062";"jquery/test/lib/";3;-10399;1
"2070";"jquery/build/test/";3;-29448;1
"2074";"jquery/src/";2;-26574;1
"2075";"jquery/build/test/data/";4;-28292;1
"2079";"jquery/test/data/";3;-23108;1
"2080";"jquery/test/unit/";3;-16176;1
"2090";"jquery/build/lib/";3;-9243;1
"2111";"jquery/";1;-83186;1
"2113";"jquery/docs/";2;-13568;1
"2118";"jquery/docs/style/";3;-10102;1
"2119";"jquery/src/ajax/";3;-4621;1
"2126";"jquery/build/";2;-22811;1
"2129";"jquery/test/";2;-31194;1
"2130";"jquery/test/lib/Test/";4;-9242;1
"2132";"jquery/test/lib/";3;-10398;1
"2140";"jquery/build/test/";3;-29447;1
"2144";"jquery/src/";2;-26573;1
"2145";"jquery/build/test/data/";4;-28291;1
"2149";"jquery/test/data/";3;-23107;1
"2150";"jquery/test/unit/";3;-16175;1
"2160";"jquery/build/lib/";3;-9242;1
"2181";"jquery/";1;-83186;1
"2183";"jquery/docs/";2;-13568;1
"2188";"jquery/docs/style/";3;-10102;1
"2189";"jquery/src/ajax/";3;-4621;1
"2196";"jquery/build/";2;-22811;1
"2199";"jquery/test/";2;-31195;1
"2200";"jquery/test/lib/Test/";4;-9243;1
"2202";"jquery/test/lib/";3;-10398;1
"2210";"jquery/build/test/";3;-29447;1
"2214";"jquery/src/";2;-26573;1
"2215";"jquery/build/test/data/";4;-28291;1
"2219";"jquery/test/data/";3;-23107;1
"2220";"jquery/test/unit/";3;-16175;1
"2230";"jquery/build/lib/";3;-9243;1
"2251";"jquery/";1;-83186;1
"2253";"jquery/docs/";2;-13568;1
"2258";"jquery/docs/style/";3;-10102;1
"2259";"jquery/src/ajax/";3;-4621;1
"2266";"jquery/build/";2;-22811;1
"2269";"jquery/test/";2;-31195;1
"2270";"jquery/test/lib/Test/";4;-9243;1
"2272";"jquery/test/lib/";3;-10398;1
"2280";"jquery/build/test/";3;-29447;1
"2284";"jquery/src/";2;-26573;1
"2285";"jquery/build/test/data/";4;-28292;1
"2289";"jquery/test/data/";3;-23107;1
"2290";"jquery/test/unit/";3;-16175;1
"2300";"jquery/build/lib/";3;-9243;1
"2321";"jquery/";1;-83186;1
"2323";"jquery/docs/";2;-13568;1
"2328";"jquery/docs/style/";3;-10102;1
"2329";"jquery/src/ajax/";3;-4621;1
"2336";"jquery/build/";2;-22811;1
"2339";"jquery/test/";2;-31195;1
"2340";"jquery/test/lib/Test/";4;-9243;1
"2342";"jquery/test/lib/";3;-10398;1
"2350";"jquery/build/test/";3;-29447;1
"2354";"jquery/src/";2;-26573;1
"2355";"jquery/build/test/data/";4;-28292;1
"2359";"jquery/test/data/";3;-23107;1
"2360";"jquery/test/unit/";3;-16175;1
"2370";"jquery/build/lib/";3;-9243;1
"2391";"jquery/";1;-83186;1
"2393";"jquery/docs/";2;-13568;1
"2398";"jquery/docs/style/";3;-10102;1
"2399";"jquery/src/ajax/";3;-4621;1
"2406";"jquery/build/";2;-22811;1
"2409";"jquery/test/";2;-31195;1
"2410";"jquery/test/lib/Test/";4;-9243;1
"2412";"jquery/test/lib/";3;-10398;1
"2420";"jquery/build/test/";3;-29447;1
"2424";"jquery/src/";2;-26573;1
"2425";"jquery/build/test/data/";4;-28292;1
"2429";"jquery/test/data/";3;-23107;1
"2430";"jquery/test/unit/";3;-16175;1
"2440";"jquery/build/lib/";3;-9243;1
"2461";"jquery/";1;-83187;1
"2463";"jquery/docs/";2;-13568;1
"2468";"jquery/docs/style/";3;-10102;1
"2469";"jquery/src/ajax/";3;-4622;1
"2476";"jquery/build/";2;-22811;1
"2479";"jquery/test/";2;-31195;1
"2480";"jquery/test/lib/Test/";4;-9243;1
"2482";"jquery/test/lib/";3;-10398;1
"2490";"jquery/build/test/";3;-29447;1
"2494";"jquery/src/";2;-26574;1
"2495";"jquery/build/test/data/";4;-28292;1
"2499";"jquery/test/data/";3;-23108;1
"2500";"jquery/test/unit/";3;-16175;1
"2510";"jquery/build/lib/";3;-9243;1
"2531";"jquery/";1;-83187;1
"2533";"jquery/docs/";2;-13569;1
"2538";"jquery/docs/style/";3;-10102;1
"2539";"jquery/src/ajax/";3;-4622;1
"2546";"jquery/build/";2;-22811;1
"2549";"jquery/test/";2;-31195;1
"2550";"jquery/test/lib/Test/";4;-9243;1
"2552";"jquery/test/lib/";3;-10399;1
"2560";"jquery/build/test/";3;-29447;1
"2564";"jquery/src/";2;-26574;1
"2565";"jquery/build/test/data/";4;-28292;1
"2569";"jquery/test/data/";3;-23108;1
"2570";"jquery/test/unit/";3;-16175;1
"2580";"jquery/build/lib/";3;-9243;1
"2601";"jquery/";1;-83186;1
"2603";"jquery/docs/";2;-13568;1
"2608";"jquery/docs/style/";3;-10102;1
"2609";"jquery/src/ajax/";3;-4621;1
"2616";"jquery/build/";2;-22811;1
"2619";"jquery/test/";2;-31194;1
"2620";"jquery/test/lib/Test/";4;-9242;1
"2622";"jquery/test/lib/";3;-10398;1
"2630";"jquery/build/test/";3;-29447;1
"2634";"jquery/src/";2;-26573;1
"2635";"jquery/build/test/data/";4;-28291;1
"2639";"jquery/test/data/";3;-23107;1
"2640";"jquery/test/unit/";3;-16175;1
"2650";"jquery/build/lib/";3;-9242;1
"2671";"jquery/";1;-83186;1
"2673";"jquery/docs/";2;-13568;1
"2678";"jquery/docs/style/";3;-10102;1
"2679";"jquery/src/ajax/";3;-4621;1
"2686";"jquery/build/";2;-22811;1
"2689";"jquery/test/";2;-31195;1
"2690";"jquery/test/lib/Test/";4;-9243;1
"2692";"jquery/test/lib/";3;-10398;1
"2700";"jquery/build/test/";3;-29447;1
"2704";"jquery/src/";2;-26573;1
"2705";"jquery/build/test/data/";4;-28291;1
"2709";"jquery/test/data/";3;-23107;1
"2710";"jquery/test/unit/";3;-16175;1
"2720";"jquery/build/lib/";3;-9243;1
"2741";"jquery/";1;-83186;1
"2743";"jquery/docs/";2;-13568;1
"2748";"jquery/docs/style/";3;-10102;1
"2749";"jquery/src/ajax/";3;-4621;1
"2756";"jquery/build/";2;-22811;1
"2759";"jquery/test/";2;-31195;1
"2760";"jquery/test/lib/Test/";4;-9243;1
"2762";"jquery/test/lib/";3;-10398;1
"2770";"jquery/build/test/";3;-29447;1
"2774";"jquery/src/";2;-26573;1
"2775";"jquery/build/test/data/";4;-28291;1
"2779";"jquery/test/data/";3;-23107;1
"2780";"jquery/test/unit/";3;-16175;1
"2790";"jquery/build/lib/";3;-9243;1
"2811";"jquery/";1;-83186;1
"2813";"jquery/docs/";2;-13568;1
"2818";"jquery/docs/style/";3;-10102;1
"2819";"jquery/src/ajax/";3;-4621;1
"2826";"jquery/build/";2;-22811;1
"2829";"jquery/test/";2;-31195;1
"2830";"jquery/test/lib/Test/";4;-9243;1
"2832";"jquery/test/lib/";3;-10398;1
"2840";"jquery/build/test/";3;-29447;1
"2844";"jquery/src/";2;-26573;1
"2845";"jquery/build/test/data/";4;-28292;1
"2849";"jquery/test/data/";3;-23107;1
"2850";"jquery/test/unit/";3;-16175;1
"2860";"jquery/build/lib/";3;-9243;1
"2881";"jquery/";1;-83186;1
"2883";"jquery/docs/";2;-13568;1
"2888";"jquery/docs/style/";3;-10102;1
"2889";"jquery/src/ajax/";3;-4621;1
"2896";"jquery/build/";2;-22811;1
"2899";"jquery/test/";2;-31195;1
"2900";"jquery/test/lib/Test/";4;-9243;1
"2902";"jquery/test/lib/";3;-10398;1
"2910";"jquery/build/test/";3;-29447;1
"2914";"jquery/src/";2;-26573;1
"2915";"jquery/build/test/data/";4;-28292;1
"2919";"jquery/test/data/";3;-23107;1
"2920";"jquery/test/unit/";3;-16175;1
"2930";"jquery/build/lib/";3;-9243;1
"2951";"jquery/";1;-83186;1
"2953";"jquery/docs/";2;-13568;1
"2958";"jquery/docs/style/";3;-10102;1
"2959";"jquery/src/ajax/";3;-4622;1
"2966";"jquery/build/";2;-22811;1
"2969";"jquery/test/";2;-31195;1
"2970";"jquery/test/lib/Test/";4;-9243;1
"2972";"jquery/test/lib/";3;-10398;1
"2980";"jquery/build/test/";3;-29447;1
"2984";"jquery/src/";2;-26574;1
"2985";"jquery/build/test/data/";4;-28292;1
"2989";"jquery/test/data/";3;-23107;1
"2990";"jquery/test/unit/";3;-16175;1
"3000";"jquery/build/lib/";3;-9243;1
"3021";"jquery/";1;-83187;1
"3023";"jquery/docs/";2;-13569;1
"3028";"jquery/docs/style/";3;-10102;1
"3029";"jquery/src/ajax/";3;-4622;1
"3036";"jquery/build/";2;-22811;1
"3039";"jquery/test/";2;-31195;1
"3040";"jquery/test/lib/Test/";4;-9243;1
"3042";"jquery/test/lib/";3;-10399;1
"3050";"jquery/build/test/";3;-29447;1
"3054";"jquery/src/";2;-26574;1
"3055";"jquery/build/test/data/";4;-28292;1
"3059";"jquery/test/data/";3;-23108;1
"3060";"jquery/test/unit/";3;-16175;1
"3070";"jquery/build/lib/";3;-9243;1
"3091";"jquery/";1;-83187;1
"3093";"jquery/docs/";2;-13569;1
"3098";"jquery/docs/style/";3;-10103;1
"3099";"jquery/src/ajax/";3;-4622;1
"3106";"jquery/build/";2;-22812;1
"3109";"jquery/test/";2;-31195;1
"3110";"jquery/test/lib/Test/";4;-9243;1
"3112";"jquery/test/lib/";3;-10399;1
"3120";"jquery/build/test/";3;-29448;1
"3124";"jquery/src/";2;-26574;1
"3125";"jquery/build/test/data/";4;-28292;1
"3129";"jquery/test/data/";3;-23108;1
"3130";"jquery/test/unit/";3;-16176;1
"3140";"jquery/build/lib/";3;-9243;1
"3161";"jquery/";1;-83186;1
"3163";"jquery/docs/";2;-13568;1
"3168";"jquery/docs/style/";3;-10102;1
"3169";"jquery/src/ajax/";3;-4621;1
"3176";"jquery/build/";2;-22811;1
"3179";"jquery/test/";2;-31195;1
"3180";"jquery/test/lib/Test/";4;-9243;1
"3182";"jquery/test/lib/";3;-10398;1
"3190";"jquery/build/test/";3;-29447;1
"3194";"jquery/src/";2;-26573;1
