"";"ModulePath";"ModuleLevel";"AlternativeCost";"pid"
"16619";"Font-Awesome/src/";2;29829;4
"16633";"Font-Awesome/src/assets/js/";4;11473;4
"16643";"Font-Awesome/src/3.2.1/";3;18356;4
"16804";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"16855";"Font-Awesome/";1;86044;4
"16863";"Font-Awesome/docs/assets/js/";4;50479;4
"16868";"Font-Awesome/docs/";2;50479;4
"16882";"Font-Awesome/build/";2;5736;4
"16896";"Font-Awesome/build/assets/js/";4;4589;4
"16915";"Font-Awesome/build/assets/";3;4589;4
"16937";"Font-Awesome/src/";2;29829;4
"16951";"Font-Awesome/src/assets/js/";4;11473;4
"16961";"Font-Awesome/src/3.2.1/";3;18356;4
"17122";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"17173";"Font-Awesome/";1;86044;4
"17181";"Font-Awesome/docs/assets/js/";4;50479;4
"17186";"Font-Awesome/docs/";2;50479;4
"17200";"Font-Awesome/build/";2;5736;4
"17214";"Font-Awesome/build/assets/js/";4;4589;4
"17233";"Font-Awesome/build/assets/";3;4589;4
"17255";"Font-Awesome/src/";2;29829;4
"17269";"Font-Awesome/src/assets/js/";4;11473;4
"17279";"Font-Awesome/src/3.2.1/";3;18356;4
"17440";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"17491";"Font-Awesome/";1;86044;4
"17499";"Font-Awesome/docs/assets/js/";4;50479;4
"17504";"Font-Awesome/docs/";2;50479;4
"17518";"Font-Awesome/build/";2;5736;4
"17532";"Font-Awesome/build/assets/js/";4;4589;4
"17551";"Font-Awesome/build/assets/";3;4589;4
"17573";"Font-Awesome/src/";2;29829;4
"17587";"Font-Awesome/src/assets/js/";4;11473;4
"17597";"Font-Awesome/src/3.2.1/";3;18356;4
"17758";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"17809";"Font-Awesome/";1;86044;4
"17817";"Font-Awesome/docs/assets/js/";4;50479;4
"17822";"Font-Awesome/docs/";2;50479;4
"17836";"Font-Awesome/build/";2;5736;4
"17850";"Font-Awesome/build/assets/js/";4;4589;4
"17869";"Font-Awesome/build/assets/";3;4589;4
"17891";"Font-Awesome/src/";2;29829;4
"17905";"Font-Awesome/src/assets/js/";4;11473;4
"17915";"Font-Awesome/src/3.2.1/";3;18356;4
"18076";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"18127";"Font-Awesome/";1;86044;4
"18135";"Font-Awesome/docs/assets/js/";4;50479;4
"18140";"Font-Awesome/docs/";2;50479;4
"18154";"Font-Awesome/build/";2;5736;4
"18168";"Font-Awesome/build/assets/js/";4;4589;4
"18187";"Font-Awesome/build/assets/";3;4589;4
"18209";"Font-Awesome/src/";2;29829;4
"18223";"Font-Awesome/src/assets/js/";4;11473;4
"18233";"Font-Awesome/src/3.2.1/";3;18356;4
"18394";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"18445";"Font-Awesome/";1;86044;4
"18453";"Font-Awesome/docs/assets/js/";4;50479;4
"18458";"Font-Awesome/docs/";2;50479;4
"18472";"Font-Awesome/build/";2;5736;4
"18486";"Font-Awesome/build/assets/js/";4;4589;4
"18505";"Font-Awesome/build/assets/";3;4589;4
"18527";"Font-Awesome/src/";2;29829;4
"18541";"Font-Awesome/src/assets/js/";4;11473;4
"18551";"Font-Awesome/src/3.2.1/";3;18356;4
"18712";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"18763";"Font-Awesome/";1;86044;4
"18771";"Font-Awesome/docs/assets/js/";4;50479;4
"18776";"Font-Awesome/docs/";2;50479;4
"18790";"Font-Awesome/build/";2;5736;4
"18804";"Font-Awesome/build/assets/js/";4;4589;4
"18823";"Font-Awesome/build/assets/";3;4589;4
"18845";"Font-Awesome/src/";2;29829;4
"18859";"Font-Awesome/src/assets/js/";4;11473;4
"18869";"Font-Awesome/src/3.2.1/";3;18356;4
"19030";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"19081";"Font-Awesome/";1;86044;4
"19089";"Font-Awesome/docs/assets/js/";4;50479;4
"19094";"Font-Awesome/docs/";2;50479;4
"19108";"Font-Awesome/build/";2;5736;4
"19122";"Font-Awesome/build/assets/js/";4;4589;4
"19141";"Font-Awesome/build/assets/";3;4589;4
"19163";"Font-Awesome/src/";2;29829;4
"19177";"Font-Awesome/src/assets/js/";4;11473;4
"19187";"Font-Awesome/src/3.2.1/";3;18356;4
"19348";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"19399";"Font-Awesome/";1;86044;4
"19407";"Font-Awesome/docs/assets/js/";4;50479;4
"19412";"Font-Awesome/docs/";2;50479;4
"19426";"Font-Awesome/build/";2;5736;4
"19440";"Font-Awesome/build/assets/js/";4;4589;4
"19459";"Font-Awesome/build/assets/";3;4589;4
"19481";"Font-Awesome/src/";2;29829;4
"19495";"Font-Awesome/src/assets/js/";4;11473;4
"19505";"Font-Awesome/src/3.2.1/";3;18356;4
"19666";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"19717";"Font-Awesome/";1;86044;4
"19725";"Font-Awesome/docs/assets/js/";4;50479;4
"19730";"Font-Awesome/docs/";2;50479;4
"19744";"Font-Awesome/build/";2;5736;4
"19758";"Font-Awesome/build/assets/js/";4;4589;4
"19777";"Font-Awesome/build/assets/";3;4589;4
"19799";"Font-Awesome/src/";2;29829;4
"19813";"Font-Awesome/src/assets/js/";4;11473;4
"19823";"Font-Awesome/src/3.2.1/";3;18356;4
"19984";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"20035";"Font-Awesome/";1;86044;4
"20043";"Font-Awesome/docs/assets/js/";4;50479;4
"20048";"Font-Awesome/docs/";2;50479;4
"20062";"Font-Awesome/build/";2;5736;4
"20076";"Font-Awesome/build/assets/js/";4;4589;4
"20095";"Font-Awesome/build/assets/";3;4589;4
"20117";"Font-Awesome/src/";2;29828;4
"20131";"Font-Awesome/src/assets/js/";4;11472;4
"20141";"Font-Awesome/src/3.2.1/";3;18356;4
"20302";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"20353";"Font-Awesome/";1;86044;4
"20361";"Font-Awesome/docs/assets/js/";4;50479;4
"20366";"Font-Awesome/docs/";2;50479;4
"20380";"Font-Awesome/build/";2;5736;4
"20394";"Font-Awesome/build/assets/js/";4;4589;4
"20413";"Font-Awesome/build/assets/";3;4589;4
"20435";"Font-Awesome/src/";2;29828;4
"20449";"Font-Awesome/src/assets/js/";4;11472;4
"20459";"Font-Awesome/src/3.2.1/";3;18356;4
"20620";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"20671";"Font-Awesome/";1;86044;4
"20679";"Font-Awesome/docs/assets/js/";4;50479;4
"20684";"Font-Awesome/docs/";2;50479;4
"20698";"Font-Awesome/build/";2;5736;4
"20712";"Font-Awesome/build/assets/js/";4;4589;4
"20731";"Font-Awesome/build/assets/";3;4589;4
"20753";"Font-Awesome/src/";2;29828;4
"20767";"Font-Awesome/src/assets/js/";4;11472;4
"20777";"Font-Awesome/src/3.2.1/";3;18356;4
"20938";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"20989";"Font-Awesome/";1;86044;4
"20997";"Font-Awesome/docs/assets/js/";4;50479;4
"21002";"Font-Awesome/docs/";2;50479;4
"21016";"Font-Awesome/build/";2;5736;4
"21030";"Font-Awesome/build/assets/js/";4;4589;4
"21049";"Font-Awesome/build/assets/";3;4589;4
"21071";"Font-Awesome/src/";2;29828;4
"21085";"Font-Awesome/src/assets/js/";4;11472;4
"21095";"Font-Awesome/src/3.2.1/";3;18356;4
"21256";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"21307";"Font-Awesome/";1;86044;4
"21315";"Font-Awesome/docs/assets/js/";4;50479;4
"21320";"Font-Awesome/docs/";2;50479;4
"21334";"Font-Awesome/build/";2;5736;4
"21348";"Font-Awesome/build/assets/js/";4;4589;4
"21367";"Font-Awesome/build/assets/";3;4589;4
"21389";"Font-Awesome/src/";2;29828;4
"21403";"Font-Awesome/src/assets/js/";4;11472;4
"21413";"Font-Awesome/src/3.2.1/";3;18356;4
"21574";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"21625";"Font-Awesome/";1;86044;4
"21633";"Font-Awesome/docs/assets/js/";4;50479;4
"21638";"Font-Awesome/docs/";2;50479;4
"21652";"Font-Awesome/build/";2;5736;4
"21666";"Font-Awesome/build/assets/js/";4;4589;4
"21685";"Font-Awesome/build/assets/";3;4589;4
"21707";"Font-Awesome/src/";2;29828;4
"21721";"Font-Awesome/src/assets/js/";4;11472;4
"21731";"Font-Awesome/src/3.2.1/";3;18356;4
"21892";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"21943";"Font-Awesome/";1;86044;4
"21951";"Font-Awesome/docs/assets/js/";4;50479;4
"21956";"Font-Awesome/docs/";2;50479;4
"21970";"Font-Awesome/build/";2;5736;4
"21984";"Font-Awesome/build/assets/js/";4;4589;4
"22003";"Font-Awesome/build/assets/";3;4589;4
"22025";"Font-Awesome/src/";2;29828;4
"22039";"Font-Awesome/src/assets/js/";4;11472;4
"22049";"Font-Awesome/src/3.2.1/";3;18356;4
"22210";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"22261";"Font-Awesome/";1;86044;4
"22269";"Font-Awesome/docs/assets/js/";4;50479;4
"22274";"Font-Awesome/docs/";2;50479;4
"22288";"Font-Awesome/build/";2;5736;4
"22302";"Font-Awesome/build/assets/js/";4;4589;4
"22321";"Font-Awesome/build/assets/";3;4589;4
"22343";"Font-Awesome/src/";2;29828;4
"22357";"Font-Awesome/src/assets/js/";4;11472;4
"22367";"Font-Awesome/src/3.2.1/";3;18356;4
"22528";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"22579";"Font-Awesome/";1;86044;4
"22587";"Font-Awesome/docs/assets/js/";4;50479;4
"22592";"Font-Awesome/docs/";2;50479;4
"22606";"Font-Awesome/build/";2;5736;4
"22620";"Font-Awesome/build/assets/js/";4;4589;4
"22639";"Font-Awesome/build/assets/";3;4589;4
"22661";"Font-Awesome/src/";2;29828;4
"22675";"Font-Awesome/src/assets/js/";4;11472;4
"22685";"Font-Awesome/src/3.2.1/";3;18356;4
"22846";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"22897";"Font-Awesome/";1;86044;4
"22905";"Font-Awesome/docs/assets/js/";4;50479;4
"22910";"Font-Awesome/docs/";2;50479;4
"22924";"Font-Awesome/build/";2;5736;4
"22938";"Font-Awesome/build/assets/js/";4;4589;4
"22957";"Font-Awesome/build/assets/";3;4589;4
"22979";"Font-Awesome/src/";2;29828;4
"22993";"Font-Awesome/src/assets/js/";4;11472;4
"23003";"Font-Awesome/src/3.2.1/";3;18356;4
"23164";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"23215";"Font-Awesome/";1;88339;4
"23223";"Font-Awesome/docs/assets/js/";4;50479;4
"23228";"Font-Awesome/docs/";2;50479;4
"23242";"Font-Awesome/build/";2;5736;4
"23256";"Font-Awesome/build/assets/js/";4;4589;4
"23275";"Font-Awesome/build/assets/";3;4589;4
"23297";"Font-Awesome/src/";2;32123;4
"23311";"Font-Awesome/src/assets/js/";4;13767;4
"23321";"Font-Awesome/src/3.2.1/";3;18356;4
"23482";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"23533";"Font-Awesome/";1;88339;4
"23541";"Font-Awesome/docs/assets/js/";4;50479;4
"23546";"Font-Awesome/docs/";2;50479;4
"23560";"Font-Awesome/build/";2;5736;4
"23574";"Font-Awesome/build/assets/js/";4;4589;4
"23593";"Font-Awesome/build/assets/";3;4589;4
"23615";"Font-Awesome/src/";2;32123;4
"23629";"Font-Awesome/src/assets/js/";4;13767;4
"23639";"Font-Awesome/src/3.2.1/";3;18356;4
"23800";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"23851";"Font-Awesome/";1;88339;4
"23859";"Font-Awesome/docs/assets/js/";4;50479;4
"23864";"Font-Awesome/docs/";2;50479;4
"23878";"Font-Awesome/build/";2;5736;4
"23892";"Font-Awesome/build/assets/js/";4;4589;4
"23911";"Font-Awesome/build/assets/";3;4589;4
"23933";"Font-Awesome/src/";2;32123;4
"23947";"Font-Awesome/src/assets/js/";4;13767;4
"23957";"Font-Awesome/src/3.2.1/";3;18356;4
"24118";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"24169";"Font-Awesome/";1;88339;4
"24177";"Font-Awesome/docs/assets/js/";4;50479;4
"24182";"Font-Awesome/docs/";2;50479;4
"24196";"Font-Awesome/build/";2;5736;4
"24210";"Font-Awesome/build/assets/js/";4;4589;4
"24229";"Font-Awesome/build/assets/";3;4589;4
"24251";"Font-Awesome/src/";2;32123;4
"24265";"Font-Awesome/src/assets/js/";4;13767;4
"24275";"Font-Awesome/src/3.2.1/";3;18356;4
"24436";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"24487";"Font-Awesome/";1;88339;4
"24495";"Font-Awesome/docs/assets/js/";4;50479;4
"24500";"Font-Awesome/docs/";2;50479;4
"24514";"Font-Awesome/build/";2;5736;4
"24528";"Font-Awesome/build/assets/js/";4;4589;4
"24547";"Font-Awesome/build/assets/";3;4589;4
"24569";"Font-Awesome/src/";2;32123;4
"24583";"Font-Awesome/src/assets/js/";4;13767;4
"24593";"Font-Awesome/src/3.2.1/";3;18356;4
"24754";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"24805";"Font-Awesome/";1;88339;4
"24813";"Font-Awesome/docs/assets/js/";4;50479;4
"24818";"Font-Awesome/docs/";2;50479;4
"24832";"Font-Awesome/build/";2;5736;4
"24846";"Font-Awesome/build/assets/js/";4;4589;4
"24865";"Font-Awesome/build/assets/";3;4589;4
"24887";"Font-Awesome/src/";2;32123;4
"24901";"Font-Awesome/src/assets/js/";4;13767;4
"24911";"Font-Awesome/src/3.2.1/";3;18356;4
"25072";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"25123";"Font-Awesome/";1;88339;4
"25131";"Font-Awesome/docs/assets/js/";4;50479;4
"25136";"Font-Awesome/docs/";2;50479;4
"25150";"Font-Awesome/build/";2;5736;4
"25164";"Font-Awesome/build/assets/js/";4;4589;4
"25183";"Font-Awesome/build/assets/";3;4589;4
"25205";"Font-Awesome/src/";2;32123;4
"25219";"Font-Awesome/src/assets/js/";4;13767;4
"25229";"Font-Awesome/src/3.2.1/";3;18356;4
"25390";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"25441";"Font-Awesome/";1;88339;4
"25449";"Font-Awesome/docs/assets/js/";4;50479;4
"25454";"Font-Awesome/docs/";2;50479;4
"25468";"Font-Awesome/build/";2;5736;4
"25482";"Font-Awesome/build/assets/js/";4;4589;4
"25501";"Font-Awesome/build/assets/";3;4589;4
"25523";"Font-Awesome/src/";2;32123;4
"25537";"Font-Awesome/src/assets/js/";4;13767;4
"25547";"Font-Awesome/src/3.2.1/";3;18356;4
"25708";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"25759";"Font-Awesome/";1;88339;4
"25767";"Font-Awesome/docs/assets/js/";4;50479;4
"25772";"Font-Awesome/docs/";2;50479;4
"25786";"Font-Awesome/build/";2;5736;4
"25800";"Font-Awesome/build/assets/js/";4;4589;4
"25819";"Font-Awesome/build/assets/";3;4589;4
"25841";"Font-Awesome/src/";2;32123;4
"25855";"Font-Awesome/src/assets/js/";4;13767;4
"25865";"Font-Awesome/src/3.2.1/";3;18356;4
"26026";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"26077";"Font-Awesome/";1;88339;4
"26085";"Font-Awesome/docs/assets/js/";4;50479;4
"26090";"Font-Awesome/docs/";2;50479;4
"26104";"Font-Awesome/build/";2;5736;4
"26118";"Font-Awesome/build/assets/js/";4;4589;4
"26137";"Font-Awesome/build/assets/";3;4589;4
"26159";"Font-Awesome/src/";2;32123;4
"26173";"Font-Awesome/src/assets/js/";4;13767;4
"26183";"Font-Awesome/src/3.2.1/";3;18356;4
"26344";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"26395";"Font-Awesome/";1;88338;4
"26403";"Font-Awesome/docs/assets/js/";4;50479;4
"26408";"Font-Awesome/docs/";2;50479;4
"26422";"Font-Awesome/build/";2;5736;4
"26436";"Font-Awesome/build/assets/js/";4;4589;4
"26455";"Font-Awesome/build/assets/";3;4589;4
"26477";"Font-Awesome/src/";2;32123;4
"26491";"Font-Awesome/src/assets/js/";4;13767;4
"26501";"Font-Awesome/src/3.2.1/";3;18356;4
"26662";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"26713";"Font-Awesome/";1;88338;4
"26721";"Font-Awesome/docs/assets/js/";4;50479;4
"26726";"Font-Awesome/docs/";2;50479;4
"26740";"Font-Awesome/build/";2;5736;4
"26754";"Font-Awesome/build/assets/js/";4;4589;4
"26773";"Font-Awesome/build/assets/";3;4589;4
"26795";"Font-Awesome/src/";2;32123;4
"26809";"Font-Awesome/src/assets/js/";4;13767;4
"26819";"Font-Awesome/src/3.2.1/";3;18356;4
"26980";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"27031";"Font-Awesome/";1;88338;4
"27039";"Font-Awesome/docs/assets/js/";4;50479;4
"27044";"Font-Awesome/docs/";2;50479;4
"27058";"Font-Awesome/build/";2;5736;4
"27072";"Font-Awesome/build/assets/js/";4;4589;4
"27091";"Font-Awesome/build/assets/";3;4589;4
"27113";"Font-Awesome/src/";2;32123;4
"27127";"Font-Awesome/src/assets/js/";4;13767;4
"27137";"Font-Awesome/src/3.2.1/";3;18356;4
"27298";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"27349";"Font-Awesome/";1;88339;4
"27357";"Font-Awesome/docs/assets/js/";4;50479;4
"27362";"Font-Awesome/docs/";2;50479;4
"27376";"Font-Awesome/build/";2;5737;4
"27390";"Font-Awesome/build/assets/js/";4;4589;4
"27409";"Font-Awesome/build/assets/";3;4589;4
"27431";"Font-Awesome/src/";2;32123;4
"27445";"Font-Awesome/src/assets/js/";4;13767;4
"27455";"Font-Awesome/src/3.2.1/";3;18356;4
"27616";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"27667";"Font-Awesome/";1;88339;4
"27675";"Font-Awesome/docs/assets/js/";4;50479;4
"27680";"Font-Awesome/docs/";2;50479;4
"27694";"Font-Awesome/build/";2;5736;4
"27708";"Font-Awesome/build/assets/js/";4;4589;4
"27727";"Font-Awesome/build/assets/";3;4589;4
"27749";"Font-Awesome/src/";2;32123;4
"27763";"Font-Awesome/src/assets/js/";4;13767;4
"27773";"Font-Awesome/src/3.2.1/";3;18356;4
"27934";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"27985";"Font-Awesome/";1;88339;4
"27993";"Font-Awesome/docs/assets/js/";4;50479;4
"27998";"Font-Awesome/docs/";2;50479;4
"28012";"Font-Awesome/build/";2;5736;4
"28026";"Font-Awesome/build/assets/js/";4;4589;4
"28045";"Font-Awesome/build/assets/";3;4589;4
"28067";"Font-Awesome/src/";2;32123;4
"28081";"Font-Awesome/src/assets/js/";4;13767;4
"28091";"Font-Awesome/src/3.2.1/";3;18356;4
"28252";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"28303";"Font-Awesome/";1;88339;4
"28311";"Font-Awesome/docs/assets/js/";4;50479;4
"28316";"Font-Awesome/docs/";2;50479;4
"28330";"Font-Awesome/build/";2;5736;4
"28344";"Font-Awesome/build/assets/js/";4;4589;4
"28363";"Font-Awesome/build/assets/";3;4589;4
"28385";"Font-Awesome/src/";2;32123;4
"28399";"Font-Awesome/src/assets/js/";4;13767;4
"28409";"Font-Awesome/src/3.2.1/";3;18356;4
"28570";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"28621";"Font-Awesome/";1;88339;4
"28629";"Font-Awesome/docs/assets/js/";4;50479;4
"28634";"Font-Awesome/docs/";2;50479;4
"28648";"Font-Awesome/build/";2;5736;4
"28662";"Font-Awesome/build/assets/js/";4;4589;4
"28681";"Font-Awesome/build/assets/";3;4589;4
"28703";"Font-Awesome/src/";2;32123;4
"28717";"Font-Awesome/src/assets/js/";4;13767;4
"28727";"Font-Awesome/src/3.2.1/";3;18356;4
"28888";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"28939";"Font-Awesome/";1;88339;4
"28947";"Font-Awesome/docs/assets/js/";4;50479;4
"28952";"Font-Awesome/docs/";2;50479;4
"28966";"Font-Awesome/build/";2;5736;4
"28980";"Font-Awesome/build/assets/js/";4;4589;4
"28999";"Font-Awesome/build/assets/";3;4589;4
"29021";"Font-Awesome/src/";2;32123;4
"29035";"Font-Awesome/src/assets/js/";4;13767;4
"29045";"Font-Awesome/src/3.2.1/";3;18356;4
"29206";"Font-Awesome/src/3.2.1/assets/";4;18356;4
"29257";"Font-Awesome/";1;840499;4
"29265";"Font-Awesome/docs/assets/js/";4;481178;4
"29270";"Font-Awesome/docs/";2;481178;4
"29284";"Font-Awesome/build/";2;53117;4
"29293";"Font-Awesome/build/_plugins/";3;9374;4
"29298";"Font-Awesome/build/assets/js/";4;43744;4
"29317";"Font-Awesome/build/assets/";3;43744;4
"29339";"Font-Awesome/src/";2;306204;4
"29353";"Font-Awesome/src/assets/js/";4;131230;4
"29363";"Font-Awesome/src/3.2.1/";3;174974;4
"29524";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"29575";"Font-Awesome/";1;840499;4
"29583";"Font-Awesome/docs/assets/js/";4;481178;4
"29588";"Font-Awesome/docs/";2;481178;4
"29602";"Font-Awesome/build/";2;53117;4
"29611";"Font-Awesome/build/_plugins/";3;9374;4
"29616";"Font-Awesome/build/assets/js/";4;43744;4
"29635";"Font-Awesome/build/assets/";3;43744;4
"29657";"Font-Awesome/src/";2;306204;4
"29671";"Font-Awesome/src/assets/js/";4;131230;4
"29681";"Font-Awesome/src/3.2.1/";3;174974;4
"29842";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"29893";"Font-Awesome/";1;840499;4
"29901";"Font-Awesome/docs/assets/js/";4;481178;4
"29906";"Font-Awesome/docs/";2;481178;4
"29920";"Font-Awesome/build/";2;53117;4
"29929";"Font-Awesome/build/_plugins/";3;9374;4
"29934";"Font-Awesome/build/assets/js/";4;43744;4
"29953";"Font-Awesome/build/assets/";3;43744;4
"29975";"Font-Awesome/src/";2;306204;4
"29989";"Font-Awesome/src/assets/js/";4;131230;4
"29999";"Font-Awesome/src/3.2.1/";3;174974;4
"30160";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"30211";"Font-Awesome/";1;840499;4
"30219";"Font-Awesome/docs/assets/js/";4;481178;4
"30224";"Font-Awesome/docs/";2;481178;4
"30238";"Font-Awesome/build/";2;53117;4
"30247";"Font-Awesome/build/_plugins/";3;9374;4
"30252";"Font-Awesome/build/assets/js/";4;43744;4
"30271";"Font-Awesome/build/assets/";3;43744;4
"30293";"Font-Awesome/src/";2;306204;4
"30307";"Font-Awesome/src/assets/js/";4;131230;4
"30317";"Font-Awesome/src/3.2.1/";3;174974;4
"30478";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"30529";"Font-Awesome/";1;840499;4
"30537";"Font-Awesome/docs/assets/js/";4;481178;4
"30542";"Font-Awesome/docs/";2;481178;4
"30556";"Font-Awesome/build/";2;53117;4
"30565";"Font-Awesome/build/_plugins/";3;9374;4
"30570";"Font-Awesome/build/assets/js/";4;43744;4
"30589";"Font-Awesome/build/assets/";3;43744;4
"30611";"Font-Awesome/src/";2;306204;4
"30625";"Font-Awesome/src/assets/js/";4;131230;4
"30635";"Font-Awesome/src/3.2.1/";3;174974;4
"30796";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"30847";"Font-Awesome/";1;840499;4
"30855";"Font-Awesome/docs/assets/js/";4;481178;4
"30860";"Font-Awesome/docs/";2;481178;4
"30874";"Font-Awesome/build/";2;53117;4
"30883";"Font-Awesome/build/_plugins/";3;9374;4
"30888";"Font-Awesome/build/assets/js/";4;43744;4
"30907";"Font-Awesome/build/assets/";3;43744;4
"30929";"Font-Awesome/src/";2;306204;4
"30943";"Font-Awesome/src/assets/js/";4;131230;4
"30953";"Font-Awesome/src/3.2.1/";3;174974;4
"31114";"Font-Awesome/src/3.2.1/assets/";4;174974;4
"31165";"Font-Awesome/";1;818627;4
"31173";"Font-Awesome/docs/assets/js/";4;481177;4
"31178";"Font-Awesome/docs/";2;481177;4
"31192";"Font-Awesome/build/";2;53117;4
"31201";"Font-Awesome/build/_plugins/";3;9373;4
"31206";"Font-Awesome/build/assets/js/";4;43743;4
"31225";"Font-Awesome/build/assets/";3;43743;4
"31247";"Font-Awesome/src/";2;284332;4
"31261";"Font-Awesome/src/assets/js/";4;109358;4
"31271";"Font-Awesome/src/3.2.1/";3;174973;4
"31432";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"31484";"Font-Awesome/";1;818627;4
"31492";"Font-Awesome/docs/assets/js/";4;481177;4
"31497";"Font-Awesome/docs/";2;481177;4
"31511";"Font-Awesome/build/";2;53117;4
"31520";"Font-Awesome/build/_plugins/";3;9373;4
"31525";"Font-Awesome/build/assets/js/";4;43743;4
"31544";"Font-Awesome/build/assets/";3;43743;4
"31566";"Font-Awesome/src/";2;284332;4
"31580";"Font-Awesome/src/assets/js/";4;109358;4
"31590";"Font-Awesome/src/3.2.1/";3;174973;4
"31751";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"31803";"Font-Awesome/";1;818627;4
"31811";"Font-Awesome/docs/assets/js/";4;481177;4
"31816";"Font-Awesome/docs/";2;481177;4
"31830";"Font-Awesome/build/";2;53117;4
"31839";"Font-Awesome/build/_plugins/";3;9373;4
"31844";"Font-Awesome/build/assets/js/";4;43743;4
"31863";"Font-Awesome/build/assets/";3;43743;4
"31885";"Font-Awesome/src/";2;284332;4
"31899";"Font-Awesome/src/assets/js/";4;109358;4
"31909";"Font-Awesome/src/3.2.1/";3;174973;4
"32070";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"32122";"Font-Awesome/";1;818627;4
"32130";"Font-Awesome/docs/assets/js/";4;481177;4
"32135";"Font-Awesome/docs/";2;481177;4
"32149";"Font-Awesome/build/";2;53117;4
"32158";"Font-Awesome/build/_plugins/";3;9373;4
"32163";"Font-Awesome/build/assets/js/";4;43743;4
"32182";"Font-Awesome/build/assets/";3;43743;4
"32204";"Font-Awesome/src/";2;284332;4
"32218";"Font-Awesome/src/assets/js/";4;109358;4
"32228";"Font-Awesome/src/3.2.1/";3;174973;4
"32389";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"32441";"Font-Awesome/";1;818627;4
"32449";"Font-Awesome/docs/assets/js/";4;481177;4
"32454";"Font-Awesome/docs/";2;481177;4
"32468";"Font-Awesome/build/";2;53117;4
"32477";"Font-Awesome/build/_plugins/";3;9373;4
"32482";"Font-Awesome/build/assets/js/";4;43743;4
"32501";"Font-Awesome/build/assets/";3;43743;4
"32523";"Font-Awesome/src/";2;284332;4
"32537";"Font-Awesome/src/assets/js/";4;109358;4
"32547";"Font-Awesome/src/3.2.1/";3;174973;4
"32708";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"32760";"Font-Awesome/";1;818627;4
"32768";"Font-Awesome/docs/assets/js/";4;481177;4
"32773";"Font-Awesome/docs/";2;481177;4
"32787";"Font-Awesome/build/";2;53117;4
"32796";"Font-Awesome/build/_plugins/";3;9373;4
"32801";"Font-Awesome/build/assets/js/";4;43743;4
"32820";"Font-Awesome/build/assets/";3;43743;4
"32842";"Font-Awesome/src/";2;284332;4
"32856";"Font-Awesome/src/assets/js/";4;109358;4
"32866";"Font-Awesome/src/3.2.1/";3;174973;4
"33027";"Font-Awesome/src/3.2.1/assets/";4;174973;4
"33079";"Font-Awesome/";1;818627;4
"33087";"Font-Awesome/docs/assets/js/";4;481177;4
"33092";"Font-Awesome/docs/";2;481177;4
"33106";"Font-Awesome/build/";2;53117;4
