"";"my.ta"
"Font-Awesome/build/";-6008,5652173913
"Font-Awesome/css/";0
"Font-Awesome/docs/";26699,2154150198
"Font-Awesome/font/";0
"Font-Awesome/fonts/";0
"Font-Awesome/less/";0
"Font-Awesome/sass/";0
"Font-Awesome/scss/";0
"Font-Awesome/source/";0
"Font-Awesome/src/";-4710,41501976285
