"";"my.ta"
"atom/apm/";0
"atom/benchmark/";0
"atom/benchmarks/";-2919,68190127971
"atom/build-old/";0
"atom/build/";-4966,35104364326
"atom/docs/";0
"atom/dot-atom/";0
"atom/exports/";-3154,89705882353
"atom/keymaps/";0
"atom/menus/";0
"atom/resources/";0
"atom/script-old/";0
"atom/script/";-21492,8562618596
"atom/spec/";-49103,1925996205
"atom/src/";-24546,2689753321
"atom/static/";0
"atom/vendor/";0
