"";"ModulePath";"ModuleLevel";"AlternativeCost";"pid"
"1751";"react/src/event/synthetic/";4;5539;6
"1753";"react/src/eventPlugins/";3;4986;6
"1771";"react/src/modern/class/";4;4432;6
"1775";"react/src/renderers/dom/";4;12186;6
"1813";"react/src/test/";3;4432;6
"1814";"react/src/test/__tests__/";4;4432;6
"1815";"react/src/utils/";3;12740;6
"1816";"react/src/utils/__tests__/";4;7755;6
"1821";"react/src/vendor/core/";4;7201;6
"1843";"react/";1;41896;6
"1849";"react/docs/";2;6366;6
"1963";"react/npm-react-codemod/";2;5716;6
"1964";"react/npm-react-codemod/test/";3;4417;6
"2007";"react/src/";2;30399;6
"2008";"react/src/addons/";3;4027;6
"2042";"react/src/core/";3;12731;6
"2043";"react/src/core/__tests__/";4;4937;6
"2150";"react/";1;41896;6
"2156";"react/docs/";2;6366;6
"2270";"react/npm-react-codemod/";2;5716;6
"2271";"react/npm-react-codemod/test/";3;4417;6
"2314";"react/src/";2;30399;6
"2315";"react/src/addons/";3;4027;6
"2349";"react/src/core/";3;12731;6
"2350";"react/src/core/__tests__/";4;4936;6
"2457";"react/";1;178636;6
"2463";"react/docs/";2;27142;6
"2473";"react/docs/_js/";3;9417;6
"2482";"react/docs/docs/";3;9971;6
"2483";"react/docs/docs/likebutton/";4;9417;6
"2508";"react/docs/js/";3;5539;6
"2566";"react/grunt/tasks/";3;9417;6
"2577";"react/npm-react-codemod/";2;24372;6
"2578";"react/npm-react-codemod/test/";3;18833;6
"2580";"react/npm-react-codemod/transforms/";3;5539;6
"2586";"react/npm-react/";2;12740;6
"2587";"react/npm-react/addons/";3;13294;6
"2615";"react/scripts/";2;16064;6
"2616";"react/scripts/bench/";3;6647;6
"2619";"react/scripts/perf-counters/";3;7201;6
"2620";"react/scripts/perf-counters/src/";4;6093;6
"2621";"react/src/";2;129615;6
"2622";"react/src/addons/";3;17171;6
"2624";"react/src/addons/link/";4;5539;6
"2626";"react/src/addons/transitions/";4;4431;6
"2628";"react/src/browser/";3;11078;6
"2640";"react/src/browser/ui/";4;7201;6
"2656";"react/src/core/";3;54283;6
"2657";"react/src/core/__tests__/";4;21049;6
"2658";"react/src/dom/";3;15510;6
"2660";"react/src/dom/components/";4;12186;6
"2666";"react/src/event/";3;11078;6
"2670";"react/src/event/eventPlugins/";4;4431;6
"2672";"react/src/event/synthetic/";4;5539;6
"2674";"react/src/eventPlugins/";3;4985;6
"2692";"react/src/modern/class/";4;4431;6
"2696";"react/src/renderers/dom/";4;12186;6
"2734";"react/src/test/";3;4431;6
"2735";"react/src/test/__tests__/";4;4431;6
"2736";"react/src/utils/";3;12740;6
"2737";"react/src/utils/__tests__/";4;7755;6
"2742";"react/src/vendor/core/";4;7201;6
"2764";"react/";1;41896;6
"2770";"react/docs/";2;6365;6
"2884";"react/npm-react-codemod/";2;5716;6
"2885";"react/npm-react-codemod/test/";3;4416;6
"2928";"react/src/";2;30399;6
"2929";"react/src/addons/";3;4027;6
"2963";"react/src/core/";3;12731;6
"2964";"react/src/core/__tests__/";4;4936;6
"3071";"react/";1;178636;6
"3077";"react/docs/";2;27142;6
"3087";"react/docs/_js/";3;9417;6
"3096";"react/docs/docs/";3;9970;6
"3097";"react/docs/docs/likebutton/";4;9417;6
"3122";"react/docs/js/";3;5539;6
"3180";"react/grunt/tasks/";3;9417;6
"3191";"react/npm-react-codemod/";2;24372;6
"3192";"react/npm-react-codemod/test/";3;18833;6
"3194";"react/npm-react-codemod/transforms/";3;5539;6
"3200";"react/npm-react/";2;12740;6
"3201";"react/npm-react/addons/";3;13294;6
"3229";"react/scripts/";2;16064;6
"3230";"react/scripts/bench/";3;6647;6
"3233";"react/scripts/perf-counters/";3;7201;6
"3234";"react/scripts/perf-counters/src/";4;6093;6
"3235";"react/src/";2;129615;6
"3236";"react/src/addons/";3;17171;6
"3238";"react/src/addons/link/";4;5539;6
"3240";"react/src/addons/transitions/";4;4431;6
"3242";"react/src/browser/";3;11078;6
"3254";"react/src/browser/ui/";4;7201;6
"3270";"react/src/core/";3;54283;6
"3271";"react/src/core/__tests__/";4;21049;6
"3272";"react/src/dom/";3;15510;6
"3274";"react/src/dom/components/";4;12186;6
"3280";"react/src/event/";3;11078;6
"3284";"react/src/event/eventPlugins/";4;4431;6
"3286";"react/src/event/synthetic/";4;5539;6
"3288";"react/src/eventPlugins/";3;4985;6
"3306";"react/src/modern/class/";4;4431;6
"3310";"react/src/renderers/dom/";4;12186;6
"3348";"react/src/test/";3;4431;6
"3349";"react/src/test/__tests__/";4;4431;6
"3350";"react/src/utils/";3;12740;6
"3351";"react/src/utils/__tests__/";4;7755;6
"3356";"react/src/vendor/core/";4;7201;6
"3378";"react/";1;178636;6
"3384";"react/docs/";2;27142;6
"3394";"react/docs/_js/";3;9417;6
"3403";"react/docs/docs/";3;9970;6
"3404";"react/docs/docs/likebutton/";4;9417;6
"3429";"react/docs/js/";3;5539;6
"3487";"react/grunt/tasks/";3;9417;6
"3498";"react/npm-react-codemod/";2;24372;6
"3499";"react/npm-react-codemod/test/";3;18833;6
"3501";"react/npm-react-codemod/transforms/";3;5539;6
"3507";"react/npm-react/";2;12740;6
"3508";"react/npm-react/addons/";3;13294;6
"3536";"react/scripts/";2;16064;6
"3537";"react/scripts/bench/";3;6647;6
"3540";"react/scripts/perf-counters/";3;7201;6
"3541";"react/scripts/perf-counters/src/";4;6093;6
"3542";"react/src/";2;129615;6
"3543";"react/src/addons/";3;17171;6
"3545";"react/src/addons/link/";4;5539;6
"3547";"react/src/addons/transitions/";4;4431;6
"3549";"react/src/browser/";3;11078;6
"3561";"react/src/browser/ui/";4;7201;6
"3577";"react/src/core/";3;54283;6
"3578";"react/src/core/__tests__/";4;21049;6
"3579";"react/src/dom/";3;15510;6
"3581";"react/src/dom/components/";4;12186;6
"3587";"react/src/event/";3;11078;6
"3591";"react/src/event/eventPlugins/";4;4431;6
"3593";"react/src/event/synthetic/";4;5539;6
"3595";"react/src/eventPlugins/";3;4985;6
"3613";"react/src/modern/class/";4;4431;6
"3617";"react/src/renderers/dom/";4;12186;6
"3655";"react/src/test/";3;4431;6
"3656";"react/src/test/__tests__/";4;4431;6
"3657";"react/src/utils/";3;12740;6
"3658";"react/src/utils/__tests__/";4;7755;6
"3663";"react/src/vendor/core/";4;7201;6
"3685";"react/";1;41896;6
"3691";"react/docs/";2;6365;6
"3805";"react/npm-react-codemod/";2;5716;6
"3806";"react/npm-react-codemod/test/";3;4416;6
"3849";"react/src/";2;30399;6
"3850";"react/src/addons/";3;4027;6
"3884";"react/src/core/";3;12731;6
"3885";"react/src/core/__tests__/";4;4936;6
"3992";"react/";1;178636;6
"3998";"react/docs/";2;27142;6
"4008";"react/docs/_js/";3;9417;6
"4017";"react/docs/docs/";3;9970;6
"4018";"react/docs/docs/likebutton/";4;9417;6
"4043";"react/docs/js/";3;5539;6
"4101";"react/grunt/tasks/";3;9417;6
"4112";"react/npm-react-codemod/";2;24372;6
"4113";"react/npm-react-codemod/test/";3;18833;6
"4115";"react/npm-react-codemod/transforms/";3;5539;6
"4121";"react/npm-react/";2;12740;6
"4122";"react/npm-react/addons/";3;13294;6
"4150";"react/scripts/";2;16064;6
"4151";"react/scripts/bench/";3;6647;6
"4154";"react/scripts/perf-counters/";3;7201;6
"4155";"react/scripts/perf-counters/src/";4;6093;6
"4156";"react/src/";2;129615;6
"4157";"react/src/addons/";3;17171;6
"4159";"react/src/addons/link/";4;5539;6
"4161";"react/src/addons/transitions/";4;4431;6
"4163";"react/src/browser/";3;11078;6
"4175";"react/src/browser/ui/";4;7201;6
"4191";"react/src/core/";3;54283;6
"4192";"react/src/core/__tests__/";4;21049;6
"4193";"react/src/dom/";3;15510;6
"4195";"react/src/dom/components/";4;12186;6
"4201";"react/src/event/";3;11078;6
"4205";"react/src/event/eventPlugins/";4;4431;6
"4207";"react/src/event/synthetic/";4;5539;6
"4209";"react/src/eventPlugins/";3;4985;6
"4227";"react/src/modern/class/";4;4431;6
"4231";"react/src/renderers/dom/";4;12186;6
"4269";"react/src/test/";3;4431;6
"4270";"react/src/test/__tests__/";4;4431;6
"4271";"react/src/utils/";3;12740;6
"4272";"react/src/utils/__tests__/";4;7755;6
"4277";"react/src/vendor/core/";4;7201;6
"4299";"react/";1;178636;6
"4305";"react/docs/";2;27142;6
"4315";"react/docs/_js/";3;9417;6
"4324";"react/docs/docs/";3;9970;6
"4325";"react/docs/docs/likebutton/";4;9417;6
"4350";"react/docs/js/";3;5539;6
"4408";"react/grunt/tasks/";3;9417;6
"4419";"react/npm-react-codemod/";2;24372;6
"4420";"react/npm-react-codemod/test/";3;18833;6
"4422";"react/npm-react-codemod/transforms/";3;5539;6
"4428";"react/npm-react/";2;12740;6
"4429";"react/npm-react/addons/";3;13294;6
"4457";"react/scripts/";2;16064;6
"4458";"react/scripts/bench/";3;6647;6
"4461";"react/scripts/perf-counters/";3;7201;6
"4462";"react/scripts/perf-counters/src/";4;6093;6
"4463";"react/src/";2;129615;6
"4464";"react/src/addons/";3;17171;6
"4466";"react/src/addons/link/";4;5539;6
"4468";"react/src/addons/transitions/";4;4431;6
"4470";"react/src/browser/";3;11078;6
"4482";"react/src/browser/ui/";4;7201;6
"4498";"react/src/core/";3;54283;6
"4499";"react/src/core/__tests__/";4;21049;6
"4500";"react/src/dom/";3;15510;6
"4502";"react/src/dom/components/";4;12186;6
"4508";"react/src/event/";3;11078;6
"4512";"react/src/event/eventPlugins/";4;4431;6
"4514";"react/src/event/synthetic/";4;5539;6
"4516";"react/src/eventPlugins/";3;4985;6
"4534";"react/src/modern/class/";4;4431;6
"4538";"react/src/renderers/dom/";4;12186;6
"4576";"react/src/test/";3;4431;6
"4577";"react/src/test/__tests__/";4;4431;6
"4578";"react/src/utils/";3;12740;6
"4579";"react/src/utils/__tests__/";4;7755;6
"4584";"react/src/vendor/core/";4;7201;6
"4606";"react/";1;41896;6
"4612";"react/docs/";2;6366;6
"4726";"react/npm-react-codemod/";2;5716;6
"4727";"react/npm-react-codemod/test/";3;4417;6
"4770";"react/src/";2;30399;6
"4771";"react/src/addons/";3;4027;6
"4805";"react/src/core/";3;12731;6
"4806";"react/src/core/__tests__/";4;4937;6
"4913";"react/";1;41896;6
"4919";"react/docs/";2;6365;6
"5033";"react/npm-react-codemod/";2;5716;6
"5034";"react/npm-react-codemod/test/";3;4417;6
"5077";"react/src/";2;30399;6
"5078";"react/src/addons/";3;4027;6
"5112";"react/src/core/";3;12731;6
"5113";"react/src/core/__tests__/";4;4936;6
"5220";"react/";1;178636;6
"5226";"react/docs/";2;27141;6
"5236";"react/docs/_js/";3;9416;6
"5245";"react/docs/docs/";3;9970;6
"5246";"react/docs/docs/likebutton/";4;9416;6
"5271";"react/docs/js/";3;5539;6
"5329";"react/grunt/tasks/";3;9416;6
"5340";"react/npm-react-codemod/";2;24372;6
"5341";"react/npm-react-codemod/test/";3;18833;6
"5343";"react/npm-react-codemod/transforms/";3;5539;6
"5349";"react/npm-react/";2;12740;6
"5350";"react/npm-react/addons/";3;13293;6
"5378";"react/scripts/";2;16063;6
"5379";"react/scripts/bench/";3;6647;6
"5382";"react/scripts/perf-counters/";3;7200;6
"5383";"react/scripts/perf-counters/src/";4;6093;6
"5384";"react/src/";2;129615;6
"5385";"react/src/addons/";3;17171;6
"5387";"react/src/addons/link/";4;5539;6
"5389";"react/src/addons/transitions/";4;4431;6
"5391";"react/src/browser/";3;11078;6
"5403";"react/src/browser/ui/";4;7200;6
"5419";"react/src/core/";3;54283;6
"5420";"react/src/core/__tests__/";4;21048;6
"5421";"react/src/dom/";3;15509;6
"5423";"react/src/dom/components/";4;12186;6
"5429";"react/src/event/";3;11078;6
"5433";"react/src/event/eventPlugins/";4;4431;6
"5435";"react/src/event/synthetic/";4;5539;6
"5437";"react/src/eventPlugins/";3;4985;6
"5455";"react/src/modern/class/";4;4431;6
"5459";"react/src/renderers/dom/";4;12186;6
"5497";"react/src/test/";3;4431;6
"5498";"react/src/test/__tests__/";4;4431;6
"5499";"react/src/utils/";3;12740;6
"5500";"react/src/utils/__tests__/";4;7754;6
"5505";"react/src/vendor/core/";4;7200;6
"5527";"react/";1;41896;6
"5533";"react/docs/";2;6365;6
"5647";"react/npm-react-codemod/";2;5716;6
"5648";"react/npm-react-codemod/test/";3;4417;6
"5691";"react/src/";2;30399;6
"5692";"react/src/addons/";3;4027;6
"5726";"react/src/core/";3;12731;6
"5727";"react/src/core/__tests__/";4;4936;6
"5834";"react/";1;178636;6
"5840";"react/docs/";2;27141;6
"5850";"react/docs/_js/";3;9416;6
"5859";"react/docs/docs/";3;9970;6
"5860";"react/docs/docs/likebutton/";4;9416;6
"5885";"react/docs/js/";3;5539;6
"5943";"react/grunt/tasks/";3;9416;6
"5954";"react/npm-react-codemod/";2;24372;6
"5955";"react/npm-react-codemod/test/";3;18833;6
"5957";"react/npm-react-codemod/transforms/";3;5539;6
"5963";"react/npm-react/";2;12740;6
"5964";"react/npm-react/addons/";3;13294;6
"5992";"react/scripts/";2;16063;6
"5993";"react/scripts/bench/";3;6647;6
"5996";"react/scripts/perf-counters/";3;7201;6
"5997";"react/scripts/perf-counters/src/";4;6093;6
"5998";"react/src/";2;129615;6
"5999";"react/src/addons/";3;17171;6
"6001";"react/src/addons/link/";4;5539;6
"6003";"react/src/addons/transitions/";4;4431;6
"6005";"react/src/browser/";3;11078;6
"6017";"react/src/browser/ui/";4;7201;6
"6033";"react/src/core/";3;54283;6
"6034";"react/src/core/__tests__/";4;21048;6
"6035";"react/src/dom/";3;15509;6
"6037";"react/src/dom/components/";4;12186;6
"6043";"react/src/event/";3;11078;6
"6047";"react/src/event/eventPlugins/";4;4431;6
"6049";"react/src/event/synthetic/";4;5539;6
"6051";"react/src/eventPlugins/";3;4985;6
"6069";"react/src/modern/class/";4;4431;6
"6073";"react/src/renderers/dom/";4;12186;6
"6111";"react/src/test/";3;4431;6
"6112";"react/src/test/__tests__/";4;4431;6
"6113";"react/src/utils/";3;12740;6
"6114";"react/src/utils/__tests__/";4;7755;6
"6119";"react/src/vendor/core/";4;7201;6
"6141";"react/";1;41896;6
"6147";"react/docs/";2;6365;6
"6261";"react/npm-react-codemod/";2;5716;6
"6262";"react/npm-react-codemod/test/";3;4417;6
"6305";"react/src/";2;30399;6
"6306";"react/src/addons/";3;4027;6
"6340";"react/src/core/";3;12731;6
"6341";"react/src/core/__tests__/";4;4936;6
"6448";"react/";1;178636;6
"6454";"react/docs/";2;27141;6
"6464";"react/docs/_js/";3;9416;6
"6473";"react/docs/docs/";3;9970;6
"6474";"react/docs/docs/likebutton/";4;9416;6
"6499";"react/docs/js/";3;5539;6
"6557";"react/grunt/tasks/";3;9416;6
"6568";"react/npm-react-codemod/";2;24372;6
"6569";"react/npm-react-codemod/test/";3;18833;6
"6571";"react/npm-react-codemod/transforms/";3;5539;6
"6577";"react/npm-react/";2;12740;6
"6578";"react/npm-react/addons/";3;13293;6
"6606";"react/scripts/";2;16063;6
"6607";"react/scripts/bench/";3;6647;6
"6610";"react/scripts/perf-counters/";3;7200;6
"6611";"react/scripts/perf-counters/src/";4;6093;6
"6612";"react/src/";2;129615;6
"6613";"react/src/addons/";3;17171;6
"6615";"react/src/addons/link/";4;5539;6
"6617";"react/src/addons/transitions/";4;4431;6
"6619";"react/src/browser/";3;11078;6
"6631";"react/src/browser/ui/";4;7200;6
"6647";"react/src/core/";3;54283;6
"6648";"react/src/core/__tests__/";4;21048;6
"6649";"react/src/dom/";3;15509;6
"6651";"react/src/dom/components/";4;12186;6
"6657";"react/src/event/";3;11078;6
"6661";"react/src/event/eventPlugins/";4;4431;6
"6663";"react/src/event/synthetic/";4;5539;6
"6665";"react/src/eventPlugins/";3;4985;6
"6683";"react/src/modern/class/";4;4431;6
"6687";"react/src/renderers/dom/";4;12186;6
"6725";"react/src/test/";3;4431;6
"6726";"react/src/test/__tests__/";4;4431;6
"6727";"react/src/utils/";3;12740;6
"6728";"react/src/utils/__tests__/";4;7754;6
"6733";"react/src/vendor/core/";4;7200;6
"6755";"react/";1;41896;6
"6761";"react/docs/";2;6366;6
"6875";"react/npm-react-codemod/";2;5716;6
"6876";"react/npm-react-codemod/test/";3;4417;6
"6919";"react/src/";2;30399;6
"6920";"react/src/addons/";3;4027;6
"6954";"react/src/core/";3;12731;6
"6955";"react/src/core/__tests__/";4;4937;6
"7062";"react/";1;178636;6
"7068";"react/docs/";2;27141;6
"7078";"react/docs/_js/";3;9416;6
"7087";"react/docs/docs/";3;9970;6
"7088";"react/docs/docs/likebutton/";4;9416;6
"7113";"react/docs/js/";3;5539;6
"7171";"react/grunt/tasks/";3;9416;6
"7182";"react/npm-react-codemod/";2;24372;6
"7183";"react/npm-react-codemod/test/";3;18833;6
"7185";"react/npm-react-codemod/transforms/";3;5539;6
"7191";"react/npm-react/";2;12740;6
"7192";"react/npm-react/addons/";3;13293;6
"7220";"react/scripts/";2;16063;6
"7221";"react/scripts/bench/";3;6647;6
"7224";"react/scripts/perf-counters/";3;7200;6
"7225";"react/scripts/perf-counters/src/";4;6093;6
"7226";"react/src/";2;129615;6
"7227";"react/src/addons/";3;17171;6
"7229";"react/src/addons/link/";4;5539;6
"7231";"react/src/addons/transitions/";4;4431;6
"7233";"react/src/browser/";3;11078;6
"7245";"react/src/browser/ui/";4;7200;6
"7261";"react/src/core/";3;54283;6
"7262";"react/src/core/__tests__/";4;21048;6
"7263";"react/src/dom/";3;15509;6
"7265";"react/src/dom/components/";4;12186;6
"7271";"react/src/event/";3;11078;6
"7275";"react/src/event/eventPlugins/";4;4431;6
"7277";"react/src/event/synthetic/";4;5539;6
"7279";"react/src/eventPlugins/";3;4985;6
"7297";"react/src/modern/class/";4;4431;6
"7301";"react/src/renderers/dom/";4;12186;6
"7339";"react/src/test/";3;4431;6
"7340";"react/src/test/__tests__/";4;4431;6
"7341";"react/src/utils/";3;12740;6
"7342";"react/src/utils/__tests__/";4;7754;6
"7347";"react/src/vendor/core/";4;7200;6
"7369";"react/";1;41896;6
"7375";"react/docs/";2;6366;6
"7489";"react/npm-react-codemod/";2;5716;6
"7490";"react/npm-react-codemod/test/";3;4417;6
"7533";"react/src/";2;30399;6
"7534";"react/src/addons/";3;4027;6
"7568";"react/src/core/";3;12731;6
"7569";"react/src/core/__tests__/";4;4937;6
"7676";"react/";1;178636;6
"7682";"react/docs/";2;27142;6
"7692";"react/docs/_js/";3;9416;6
"7701";"react/docs/docs/";3;9970;6
"7702";"react/docs/docs/likebutton/";4;9416;6
"7727";"react/docs/js/";3;5539;6
"7785";"react/grunt/tasks/";3;9416;6
"7796";"react/npm-react-codemod/";2;24372;6
"7797";"react/npm-react-codemod/test/";3;18833;6
"7799";"react/npm-react-codemod/transforms/";3;5539;6
"7805";"react/npm-react/";2;12740;6
"7806";"react/npm-react/addons/";3;13294;6
"7834";"react/scripts/";2;16063;6
"7835";"react/scripts/bench/";3;6647;6
"7838";"react/scripts/perf-counters/";3;7201;6
"7839";"react/scripts/perf-counters/src/";4;6093;6
"7840";"react/src/";2;129615;6
"7841";"react/src/addons/";3;17171;6
"7843";"react/src/addons/link/";4;5539;6
"7845";"react/src/addons/transitions/";4;4431;6
"7847";"react/src/browser/";3;11078;6
"7859";"react/src/browser/ui/";4;7201;6
"7875";"react/src/core/";3;54283;6
"7876";"react/src/core/__tests__/";4;21049;6
"7877";"react/src/dom/";3;15509;6
"7879";"react/src/dom/components/";4;12186;6
"7885";"react/src/event/";3;11078;6
"7889";"react/src/event/eventPlugins/";4;4431;6
"7891";"react/src/event/synthetic/";4;5539;6
"7893";"react/src/eventPlugins/";3;4985;6
"7911";"react/src/modern/class/";4;4431;6
"7915";"react/src/renderers/dom/";4;12186;6
"7953";"react/src/test/";3;4431;6
"7954";"react/src/test/__tests__/";4;4431;6
"7955";"react/src/utils/";3;12740;6
"7956";"react/src/utils/__tests__/";4;7755;6
"7961";"react/src/vendor/core/";4;7201;6
"7983";"react/";1;41897;6
"7989";"react/docs/";2;6366;6
"8103";"react/npm-react-codemod/";2;5716;6
"8104";"react/npm-react-codemod/test/";3;4417;6
"8147";"react/src/";2;30400;6
"8148";"react/src/addons/";3;4028;6
"8182";"react/src/core/";3;12732;6
"8183";"react/src/core/__tests__/";4;4937;6
"8290";"react/";1;178636;6
"8296";"react/docs/";2;27141;6
"8306";"react/docs/_js/";3;9416;6
"8315";"react/docs/docs/";3;9970;6
"8316";"react/docs/docs/likebutton/";4;9416;6
"8341";"react/docs/js/";3;5539;6
"8399";"react/grunt/tasks/";3;9416;6
"8410";"react/npm-react-codemod/";2;24372;6
"8411";"react/npm-react-codemod/test/";3;18832;6
"8413";"react/npm-react-codemod/transforms/";3;5539;6
"8419";"react/npm-react/";2;12739;6
"8420";"react/npm-react/addons/";3;13293;6
"8448";"react/scripts/";2;16063;6
"8449";"react/scripts/bench/";3;6646;6
"8452";"react/scripts/perf-counters/";3;7200;6
"8453";"react/scripts/perf-counters/src/";4;6093;6
"8454";"react/src/";2;129615;6
"8455";"react/src/addons/";3;17171;6
"8457";"react/src/addons/link/";4;5539;6
"8459";"react/src/addons/transitions/";4;4431;6
"8461";"react/src/browser/";3;11078;6
"8473";"react/src/browser/ui/";4;7200;6
"8489";"react/src/core/";3;54283;6
"8490";"react/src/core/__tests__/";4;21048;6
"8491";"react/src/dom/";3;15509;6
"8493";"react/src/dom/components/";4;12186;6
"8499";"react/src/event/";3;11078;6
"8503";"react/src/event/eventPlugins/";4;4431;6
"8505";"react/src/event/synthetic/";4;5539;6
"8507";"react/src/eventPlugins/";3;4985;6
"8525";"react/src/modern/class/";4;4431;6
"8529";"react/src/renderers/dom/";4;12186;6
"8567";"react/src/test/";3;4431;6
"8568";"react/src/test/__tests__/";4;4431;6
"8569";"react/src/utils/";3;12739;6
"8570";"react/src/utils/__tests__/";4;7754;6
"8575";"react/src/vendor/core/";4;7200;6
"8597";"react/";1;41896;6
"8603";"react/docs/";2;6365;6
"8717";"react/npm-react-codemod/";2;5716;6
"8718";"react/npm-react-codemod/test/";3;4417;6
"8761";"react/src/";2;30399;6
"8762";"react/src/addons/";3;4027;6
"8796";"react/src/core/";3;12731;6
"8797";"react/src/core/__tests__/";4;4936;6
"8904";"react/";1;41896;6
"8910";"react/docs/";2;6366;6
"9024";"react/npm-react-codemod/";2;5716;6
"9025";"react/npm-react-codemod/test/";3;4417;6
"9068";"react/src/";2;30399;6
"9069";"react/src/addons/";3;4027;6
"9103";"react/src/core/";3;12731;6
"9104";"react/src/core/__tests__/";4;4937;6
"9211";"react/";1;178636;6
"9217";"react/docs/";2;27142;6
"9227";"react/docs/_js/";3;9417;6
"9236";"react/docs/docs/";3;9971;6
"9237";"react/docs/docs/likebutton/";4;9417;6
"9262";"react/docs/js/";3;5539;6
"9320";"react/grunt/tasks/";3;9417;6
"9331";"react/npm-react-codemod/";2;24372;6
"9332";"react/npm-react-codemod/test/";3;18833;6
"9334";"react/npm-react-codemod/transforms/";3;5539;6
"9340";"react/npm-react/";2;12740;6
"9341";"react/npm-react/addons/";3;13294;6
"9369";"react/scripts/";2;16064;6
"9370";"react/scripts/bench/";3;6647;6
"9373";"react/scripts/perf-counters/";3;7201;6
"9374";"react/scripts/perf-counters/src/";4;6093;6
"9375";"react/src/";2;129615;6
"9376";"react/src/addons/";3;17171;6
"9378";"react/src/addons/link/";4;5539;6
"9380";"react/src/addons/transitions/";4;4431;6
"9382";"react/src/browser/";3;11078;6
"9394";"react/src/browser/ui/";4;7201;6
"9410";"react/src/core/";3;54283;6
"9411";"react/src/core/__tests__/";4;21049;6
"9412";"react/src/dom/";3;15510;6
"9414";"react/src/dom/components/";4;12186;6
