"";"ModulePath";"ModuleLevel";"AlternativeCost";"pid"
"84929";"react/docs/docs/likebutton/";4;9416;6
"84954";"react/docs/js/";3;5539;6
"85012";"react/grunt/tasks/";3;9416;6
"85023";"react/npm-react-codemod/";2;24372;6
"85024";"react/npm-react-codemod/test/";3;18833;6
"85026";"react/npm-react-codemod/transforms/";3;5539;6
"85032";"react/npm-react/";2;12740;6
"85033";"react/npm-react/addons/";3;13294;6
"85063";"react/scripts/";2;17171;6
"85065";"react/scripts/bench/";3;6647;6
"85068";"react/scripts/perf-counters/";3;7201;6
"85069";"react/scripts/perf-counters/src/";4;6093;6
"85070";"react/src/";2;158972;6
"85071";"react/src/addons/";3;17171;6
"85073";"react/src/addons/link/";4;5539;6
"85075";"react/src/addons/transitions/";4;4431;6
"85077";"react/src/browser/";3;11078;6
"85089";"react/src/browser/ui/";4;7201;6
"85105";"react/src/core/";3;54283;6
"85106";"react/src/core/__tests__/";4;21048;6
"85107";"react/src/dom/";3;15509;6
"85109";"react/src/dom/components/";4;12186;6
"85115";"react/src/event/";3;11078;6
"85119";"react/src/event/eventPlugins/";4;4431;6
"85121";"react/src/event/synthetic/";4;5539;6
"85123";"react/src/eventPlugins/";3;4985;6
"85143";"react/src/modern/class/";4;4431;6
"85147";"react/src/renderers/dom/";4;17725;6
"85194";"react/src/test/";3;4431;6
"85195";"react/src/test/__tests__/";4;4431;6
"85197";"react/src/utils/";3;12740;6
"85198";"react/src/utils/__tests__/";4;7754;6
"85203";"react/src/vendor/core/";4;7201;6
"85225";"react/";1;206885;6
"85231";"react/docs/";2;27141;6
"85241";"react/docs/_js/";3;9416;6
"85250";"react/docs/docs/";3;9970;6
"85251";"react/docs/docs/likebutton/";4;9416;6
"85276";"react/docs/js/";3;5539;6
"85334";"react/grunt/tasks/";3;9416;6
"85345";"react/npm-react-codemod/";2;24372;6
"85346";"react/npm-react-codemod/test/";3;18833;6
"85348";"react/npm-react-codemod/transforms/";3;5539;6
"85354";"react/npm-react/";2;12740;6
"85355";"react/npm-react/addons/";3;13294;6
"85385";"react/scripts/";2;17171;6
"85387";"react/scripts/bench/";3;6647;6
"85390";"react/scripts/perf-counters/";3;7201;6
"85391";"react/scripts/perf-counters/src/";4;6093;6
"85392";"react/src/";2;158972;6
"85393";"react/src/addons/";3;17171;6
"85395";"react/src/addons/link/";4;5539;6
"85397";"react/src/addons/transitions/";4;4431;6
"85399";"react/src/browser/";3;11078;6
"85411";"react/src/browser/ui/";4;7201;6
"85427";"react/src/core/";3;54283;6
"85428";"react/src/core/__tests__/";4;21048;6
"85429";"react/src/dom/";3;15509;6
"85431";"react/src/dom/components/";4;12186;6
"85437";"react/src/event/";3;11078;6
"85441";"react/src/event/eventPlugins/";4;4431;6
"85443";"react/src/event/synthetic/";4;5539;6
"85445";"react/src/eventPlugins/";3;4985;6
"85465";"react/src/modern/class/";4;4431;6
"85469";"react/src/renderers/dom/";4;17725;6
"85516";"react/src/test/";3;4431;6
"85517";"react/src/test/__tests__/";4;4431;6
"85519";"react/src/utils/";3;12740;6
"85520";"react/src/utils/__tests__/";4;7755;6
"85525";"react/src/vendor/core/";4;7201;6
"85547";"react/";1;48262;6
"85553";"react/docs/";2;6365;6
"85667";"react/npm-react-codemod/";2;5716;6
"85668";"react/npm-react-codemod/test/";3;4417;6
"85707";"react/scripts/";2;4027;6
"85714";"react/src/";2;37284;6
"85715";"react/src/addons/";3;4027;6
"85749";"react/src/core/";3;12731;6
"85750";"react/src/core/__tests__/";4;4936;6
"85791";"react/src/renderers/dom/";4;4157;6
"85869";"react/";1;48262;6
"85875";"react/docs/";2;6365;6
"85989";"react/npm-react-codemod/";2;5716;6
"85990";"react/npm-react-codemod/test/";3;4417;6
"86029";"react/scripts/";2;4027;6
"86036";"react/src/";2;37284;6
"86037";"react/src/addons/";3;4027;6
"86071";"react/src/core/";3;12731;6
"86072";"react/src/core/__tests__/";4;4936;6
"86113";"react/src/renderers/dom/";4;4157;6
"86191";"react/";1;48262;6
"86197";"react/docs/";2;6365;6
"86311";"react/npm-react-codemod/";2;5716;6
"86312";"react/npm-react-codemod/test/";3;4417;6
"86351";"react/scripts/";2;4027;6
"86358";"react/src/";2;37284;6
"86359";"react/src/addons/";3;4027;6
"86393";"react/src/core/";3;12731;6
"86394";"react/src/core/__tests__/";4;4936;6
"86435";"react/src/renderers/dom/";4;4157;6
"86513";"react/";1;205778;6
"86519";"react/docs/";2;27142;6
"86529";"react/docs/_js/";3;9417;6
"86538";"react/docs/docs/";3;9971;6
"86539";"react/docs/docs/likebutton/";4;9417;6
"86564";"react/docs/js/";3;5539;6
"86622";"react/grunt/tasks/";3;8863;6
"86633";"react/npm-react-codemod/";2;24372;6
"86634";"react/npm-react-codemod/test/";3;18833;6
"86636";"react/npm-react-codemod/transforms/";3;5539;6
"86642";"react/npm-react/";2;12740;6
"86643";"react/npm-react/addons/";3;13294;6
"86673";"react/scripts/";2;17172;6
"86675";"react/scripts/bench/";3;6647;6
"86678";"react/scripts/perf-counters/";3;7201;6
"86679";"react/scripts/perf-counters/src/";4;6093;6
"86680";"react/src/";2;158973;6
"86681";"react/src/addons/";3;17172;6
"86683";"react/src/addons/link/";4;5539;6
"86685";"react/src/addons/transitions/";4;4432;6
"86687";"react/src/browser/";3;11079;6
"86699";"react/src/browser/ui/";4;7201;6
"86715";"react/src/core/";3;54284;6
"86716";"react/src/core/__tests__/";4;21049;6
"86717";"react/src/dom/";3;15510;6
"86719";"react/src/dom/components/";4;12186;6
"86725";"react/src/event/";3;11079;6
"86729";"react/src/event/eventPlugins/";4;4432;6
"86731";"react/src/event/synthetic/";4;5539;6
"86733";"react/src/eventPlugins/";3;4986;6
"86753";"react/src/modern/class/";4;4432;6
"86757";"react/src/renderers/dom/";4;17725;6
"86804";"react/src/test/";3;4432;6
"86805";"react/src/test/__tests__/";4;4432;6
"86807";"react/src/utils/";3;12740;6
"86808";"react/src/utils/__tests__/";4;7755;6
"86813";"react/src/vendor/core/";4;7201;6
"86835";"react/";1;205778;6
"86841";"react/docs/";2;27142;6
"86851";"react/docs/_js/";3;9417;6
"86860";"react/docs/docs/";3;9970;6
"86861";"react/docs/docs/likebutton/";4;9417;6
"86886";"react/docs/js/";3;5539;6
"86944";"react/grunt/tasks/";3;8863;6
"86955";"react/npm-react-codemod/";2;24372;6
"86956";"react/npm-react-codemod/test/";3;18833;6
"86958";"react/npm-react-codemod/transforms/";3;5539;6
"86964";"react/npm-react/";2;12740;6
"86965";"react/npm-react/addons/";3;13294;6
"86995";"react/scripts/";2;17171;6
"86997";"react/scripts/bench/";3;6647;6
"87000";"react/scripts/perf-counters/";3;7201;6
"87001";"react/scripts/perf-counters/src/";4;6093;6
"87002";"react/src/";2;158972;6
"87003";"react/src/addons/";3;17171;6
"87005";"react/src/addons/link/";4;5539;6
"87007";"react/src/addons/transitions/";4;4431;6
"87009";"react/src/browser/";3;11078;6
"87021";"react/src/browser/ui/";4;7201;6
"87037";"react/src/core/";3;54283;6
"87038";"react/src/core/__tests__/";4;21049;6
"87039";"react/src/dom/";3;15510;6
"87041";"react/src/dom/components/";4;12186;6
"87047";"react/src/event/";3;11078;6
"87051";"react/src/event/eventPlugins/";4;4431;6
"87053";"react/src/event/synthetic/";4;5539;6
"87055";"react/src/eventPlugins/";3;4985;6
"87075";"react/src/modern/class/";4;4431;6
"87079";"react/src/renderers/dom/";4;17725;6
"87126";"react/src/test/";3;4431;6
"87127";"react/src/test/__tests__/";4;4431;6
"87129";"react/src/utils/";3;12740;6
"87130";"react/src/utils/__tests__/";4;7755;6
"87135";"react/src/vendor/core/";4;7201;6
"87157";"react/";1;205778;6
"87163";"react/docs/";2;27141;6
"87173";"react/docs/_js/";3;9416;6
"87182";"react/docs/docs/";3;9970;6
"87183";"react/docs/docs/likebutton/";4;9416;6
"87208";"react/docs/js/";3;5539;6
"87266";"react/grunt/tasks/";3;8862;6
"87277";"react/npm-react-codemod/";2;24372;6
"87278";"react/npm-react-codemod/test/";3;18833;6
"87280";"react/npm-react-codemod/transforms/";3;5539;6
"87286";"react/npm-react/";2;12740;6
"87287";"react/npm-react/addons/";3;13294;6
"87317";"react/scripts/";2;17171;6
"87319";"react/scripts/bench/";3;6647;6
"87322";"react/scripts/perf-counters/";3;7201;6
"87323";"react/scripts/perf-counters/src/";4;6093;6
"87324";"react/src/";2;158972;6
"87325";"react/src/addons/";3;17171;6
"87327";"react/src/addons/link/";4;5539;6
"87329";"react/src/addons/transitions/";4;4431;6
"87331";"react/src/browser/";3;11078;6
"87343";"react/src/browser/ui/";4;7201;6
"87359";"react/src/core/";3;54283;6
"87360";"react/src/core/__tests__/";4;21048;6
"87361";"react/src/dom/";3;15509;6
"87363";"react/src/dom/components/";4;12186;6
"87369";"react/src/event/";3;11078;6
"87373";"react/src/event/eventPlugins/";4;4431;6
"87375";"react/src/event/synthetic/";4;5539;6
"87377";"react/src/eventPlugins/";3;4985;6
"87397";"react/src/modern/class/";4;4431;6
"87401";"react/src/renderers/dom/";4;17725;6
"87448";"react/src/test/";3;4431;6
"87449";"react/src/test/__tests__/";4;4431;6
"87451";"react/src/utils/";3;12740;6
"87452";"react/src/utils/__tests__/";4;7754;6
"87457";"react/src/vendor/core/";4;7201;6
"87479";"react/";1;48262;6
"87485";"react/docs/";2;6366;6
"87599";"react/npm-react-codemod/";2;5716;6
"87600";"react/npm-react-codemod/test/";3;4417;6
"87639";"react/scripts/";2;4028;6
"87646";"react/src/";2;37285;6
"87647";"react/src/addons/";3;4028;6
"87681";"react/src/core/";3;12732;6
"87682";"react/src/core/__tests__/";4;4937;6
"87723";"react/src/renderers/dom/";4;4157;6
"87801";"react/";1;48262;6
"87807";"react/docs/";2;6366;6
"87921";"react/npm-react-codemod/";2;5716;6
"87922";"react/npm-react-codemod/test/";3;4417;6
"87961";"react/scripts/";2;4028;6
"87968";"react/src/";2;37285;6
"87969";"react/src/addons/";3;4028;6
"88003";"react/src/core/";3;12732;6
"88004";"react/src/core/__tests__/";4;4937;6
"88045";"react/src/renderers/dom/";4;4157;6
"88123";"react/";1;205778;6
"88129";"react/docs/";2;27142;6
"88139";"react/docs/_js/";3;9416;6
"88148";"react/docs/docs/";3;9970;6
"88149";"react/docs/docs/likebutton/";4;9416;6
"88174";"react/docs/js/";3;5539;6
"88232";"react/grunt/tasks/";3;8863;6
"88243";"react/npm-react-codemod/";2;24372;6
"88244";"react/npm-react-codemod/test/";3;18833;6
"88246";"react/npm-react-codemod/transforms/";3;5539;6
"88252";"react/npm-react/";2;12740;6
"88253";"react/npm-react/addons/";3;13294;6
"88283";"react/scripts/";2;17171;6
"88285";"react/scripts/bench/";3;6647;6
"88288";"react/scripts/perf-counters/";3;7201;6
"88289";"react/scripts/perf-counters/src/";4;6093;6
"88290";"react/src/";2;158972;6
"88291";"react/src/addons/";3;17171;6
"88293";"react/src/addons/link/";4;5539;6
"88295";"react/src/addons/transitions/";4;4431;6
"88297";"react/src/browser/";3;11078;6
"88309";"react/src/browser/ui/";4;7201;6
"88325";"react/src/core/";3;54283;6
"88326";"react/src/core/__tests__/";4;21049;6
"88327";"react/src/dom/";3;15509;6
"88329";"react/src/dom/components/";4;12186;6
"88335";"react/src/event/";3;11078;6
"88339";"react/src/event/eventPlugins/";4;4431;6
"88341";"react/src/event/synthetic/";4;5539;6
"88343";"react/src/eventPlugins/";3;4985;6
"88363";"react/src/modern/class/";4;4431;6
"88367";"react/src/renderers/dom/";4;17725;6
"88414";"react/src/test/";3;4431;6
"88415";"react/src/test/__tests__/";4;4431;6
"88417";"react/src/utils/";3;12740;6
"88418";"react/src/utils/__tests__/";4;7755;6
"88423";"react/src/vendor/core/";4;7201;6
"88445";"react/";1;48262;6
"88451";"react/docs/";2;6366;6
"88565";"react/npm-react-codemod/";2;5716;6
"88566";"react/npm-react-codemod/test/";3;4417;6
"88605";"react/scripts/";2;4027;6
"88612";"react/src/";2;37285;6
"88613";"react/src/addons/";3;4027;6
"88647";"react/src/core/";3;12732;6
"88648";"react/src/core/__tests__/";4;4937;6
"88689";"react/src/renderers/dom/";4;4157;6
"88767";"react/";1;205778;6
"88773";"react/docs/";2;27141;6
"88783";"react/docs/_js/";3;9416;6
"88792";"react/docs/docs/";3;9970;6
"88793";"react/docs/docs/likebutton/";4;9416;6
"88818";"react/docs/js/";3;5539;6
"88876";"react/grunt/tasks/";3;8862;6
"88887";"react/npm-react-codemod/";2;24372;6
"88888";"react/npm-react-codemod/test/";3;18833;6
"88890";"react/npm-react-codemod/transforms/";3;5539;6
"88896";"react/npm-react/";2;12740;6
"88897";"react/npm-react/addons/";3;13294;6
"88927";"react/scripts/";2;17171;6
"88929";"react/scripts/bench/";3;6647;6
"88932";"react/scripts/perf-counters/";3;7201;6
"88933";"react/scripts/perf-counters/src/";4;6093;6
"88934";"react/src/";2;158972;6
"88935";"react/src/addons/";3;17171;6
"88937";"react/src/addons/link/";4;5539;6
"88939";"react/src/addons/transitions/";4;4431;6
"88941";"react/src/browser/";3;11078;6
"88953";"react/src/browser/ui/";4;7201;6
"88969";"react/src/core/";3;54283;6
"88970";"react/src/core/__tests__/";4;21048;6
"88971";"react/src/dom/";3;15509;6
"88973";"react/src/dom/components/";4;12186;6
"88979";"react/src/event/";3;11078;6
"88983";"react/src/event/eventPlugins/";4;4431;6
"88985";"react/src/event/synthetic/";4;5539;6
"88987";"react/src/eventPlugins/";3;4985;6
"89007";"react/src/modern/class/";4;4431;6
"89011";"react/src/renderers/dom/";4;17725;6
"89058";"react/src/test/";3;4431;6
"89059";"react/src/test/__tests__/";4;4431;6
"89061";"react/src/utils/";3;12740;6
"89062";"react/src/utils/__tests__/";4;7754;6
"89067";"react/src/vendor/core/";4;7201;6
"89089";"react/";1;205778;6
"89095";"react/docs/";2;27141;6
"89105";"react/docs/_js/";3;9416;6
"89114";"react/docs/docs/";3;9970;6
"89115";"react/docs/docs/likebutton/";4;9416;6
"89140";"react/docs/js/";3;5539;6
"89198";"react/grunt/tasks/";3;8862;6
"89209";"react/npm-react-codemod/";2;24372;6
"89210";"react/npm-react-codemod/test/";3;18833;6
"89212";"react/npm-react-codemod/transforms/";3;5539;6
"89218";"react/npm-react/";2;12740;6
"89219";"react/npm-react/addons/";3;13294;6
"89249";"react/scripts/";2;17171;6
"89251";"react/scripts/bench/";3;6647;6
"89254";"react/scripts/perf-counters/";3;7201;6
"89255";"react/scripts/perf-counters/src/";4;6093;6
"89256";"react/src/";2;158972;6
"89257";"react/src/addons/";3;17171;6
"89259";"react/src/addons/link/";4;5539;6
"89261";"react/src/addons/transitions/";4;4431;6
"89263";"react/src/browser/";3;11078;6
"89275";"react/src/browser/ui/";4;7201;6
"89291";"react/src/core/";3;54283;6
"89292";"react/src/core/__tests__/";4;21048;6
"89293";"react/src/dom/";3;15509;6
"89295";"react/src/dom/components/";4;12186;6
"89301";"react/src/event/";3;11078;6
"89305";"react/src/event/eventPlugins/";4;4431;6
"89307";"react/src/event/synthetic/";4;5539;6
"89309";"react/src/eventPlugins/";3;4985;6
"89329";"react/src/modern/class/";4;4431;6
"89333";"react/src/renderers/dom/";4;17725;6
"89380";"react/src/test/";3;4431;6
"89381";"react/src/test/__tests__/";4;4431;6
"89383";"react/src/utils/";3;12740;6
"89384";"react/src/utils/__tests__/";4;7754;6
"89389";"react/src/vendor/core/";4;7201;6
"89411";"react/";1;48262;6
"89417";"react/docs/";2;6365;6
"89531";"react/npm-react-codemod/";2;5716;6
"89532";"react/npm-react-codemod/test/";3;4417;6
"89571";"react/scripts/";2;4027;6
"89578";"react/src/";2;37284;6
"89579";"react/src/addons/";3;4027;6
"89613";"react/src/core/";3;12731;6
"89614";"react/src/core/__tests__/";4;4936;6
"89655";"react/src/renderers/dom/";4;4157;6
"89733";"react/";1;48002;6
"89739";"react/docs/";2;6366;6
"89853";"react/npm-react-codemod/";2;5716;6
"89854";"react/npm-react-codemod/test/";3;4417;6
"89893";"react/scripts/";2;4027;6
"89900";"react/src/";2;37284;6
"89901";"react/src/addons/";3;4027;6
"89935";"react/src/core/";3;12731;6
"89936";"react/src/core/__tests__/";4;4937;6
"89977";"react/src/renderers/dom/";4;4157;6
"90055";"react/";1;48003;6
"90061";"react/docs/";2;6366;6
"90175";"react/npm-react-codemod/";2;5716;6
"90176";"react/npm-react-codemod/test/";3;4417;6
"90215";"react/scripts/";2;4028;6
"90222";"react/src/";2;37285;6
"90223";"react/src/addons/";3;4028;6
"90257";"react/src/core/";3;12732;6
"90258";"react/src/core/__tests__/";4;4937;6
"90299";"react/src/renderers/dom/";4;4158;6
"90377";"react/";1;48003;6
"90383";"react/docs/";2;6366;6
"90497";"react/npm-react-codemod/";2;5716;6
"90498";"react/npm-react-codemod/test/";3;4417;6
"90537";"react/scripts/";2;4028;6
"90544";"react/src/";2;37285;6
"90545";"react/src/addons/";3;4028;6
"90579";"react/src/core/";3;12732;6
"90580";"react/src/core/__tests__/";4;4937;6
"90621";"react/src/renderers/dom/";4;4158;6
"90699";"react/";1;48002;6
"90705";"react/docs/";2;6365;6
"90819";"react/npm-react-codemod/";2;5716;6
"90820";"react/npm-react-codemod/test/";3;4417;6
"90859";"react/scripts/";2;4027;6
"90866";"react/src/";2;37284;6
"90867";"react/src/addons/";3;4027;6
"90901";"react/src/core/";3;12731;6
"90902";"react/src/core/__tests__/";4;4936;6
"90943";"react/src/renderers/dom/";4;4157;6
"91021";"react/";1;204670;6
"91027";"react/docs/";2;27142;6
"91037";"react/docs/_js/";3;9417;6
"91046";"react/docs/docs/";3;9971;6
"91047";"react/docs/docs/likebutton/";4;9417;6
"91072";"react/docs/js/";3;5539;6
"91130";"react/grunt/tasks/";3;8309;6
"91141";"react/npm-react-codemod/";2;24372;6
"91142";"react/npm-react-codemod/test/";3;18833;6
"91144";"react/npm-react-codemod/transforms/";3;5539;6
"91150";"react/npm-react/";2;12740;6
"91151";"react/npm-react/addons/";3;13294;6
"91181";"react/scripts/";2;17172;6
"91183";"react/scripts/bench/";3;6647;6
"91186";"react/scripts/perf-counters/";3;7201;6
"91187";"react/scripts/perf-counters/src/";4;6093;6
"91188";"react/src/";2;158973;6
"91189";"react/src/addons/";3;17172;6
"91191";"react/src/addons/link/";4;5539;6
"91193";"react/src/addons/transitions/";4;4432;6
"91195";"react/src/browser/";3;11079;6
"91207";"react/src/browser/ui/";4;7201;6
"91223";"react/src/core/";3;54284;6
"91224";"react/src/core/__tests__/";4;21049;6
"91225";"react/src/dom/";3;15510;6
"91227";"react/src/dom/components/";4;12186;6
"91233";"react/src/event/";3;11079;6
"91237";"react/src/event/eventPlugins/";4;4432;6
"91239";"react/src/event/synthetic/";4;5539;6
"91241";"react/src/eventPlugins/";3;4986;6
"91261";"react/src/modern/class/";4;4432;6
"91265";"react/src/renderers/dom/";4;17725;6
"91312";"react/src/test/";3;4432;6
"91313";"react/src/test/__tests__/";4;4432;6
"91315";"react/src/utils/";3;12740;6
"91316";"react/src/utils/__tests__/";4;7755;6
"91321";"react/src/vendor/core/";4;7201;6
"91343";"react/";1;48002;6
"91349";"react/docs/";2;6366;6
"91463";"react/npm-react-codemod/";2;5716;6
"91464";"react/npm-react-codemod/test/";3;4417;6
"91503";"react/scripts/";2;4027;6
"91510";"react/src/";2;37284;6
"91511";"react/src/addons/";3;4027;6
"91545";"react/src/core/";3;12731;6
"91546";"react/src/core/__tests__/";4;4937;6
"91587";"react/src/renderers/dom/";4;4157;6
"91665";"react/";1;48002;6
"91671";"react/docs/";2;6366;6
"91785";"react/npm-react-codemod/";2;5716;6
"91786";"react/npm-react-codemod/test/";3;4417;6
"91825";"react/scripts/";2;4027;6
"91832";"react/src/";2;37284;6
"91833";"react/src/addons/";3;4027;6
"91867";"react/src/core/";3;12731;6
"91868";"react/src/core/__tests__/";4;4937;6
"91909";"react/src/renderers/dom/";4;4157;6
"91987";"react/";1;48002;6
"91993";"react/docs/";2;6366;6
"92107";"react/npm-react-codemod/";2;5716;6
"92108";"react/npm-react-codemod/test/";3;4417;6
"92147";"react/scripts/";2;4027;6
"92154";"react/src/";2;37285;6
"92155";"react/src/addons/";3;4027;6
"92189";"react/src/core/";3;12731;6
"92190";"react/src/core/__tests__/";4;4937;6
"92231";"react/src/renderers/dom/";4;4157;6
"92309";"react/";1;204670;6
"92315";"react/docs/";2;27142;6
"92325";"react/docs/_js/";3;9417;6
"92334";"react/docs/docs/";3;9970;6
"92335";"react/docs/docs/likebutton/";4;9417;6
"92360";"react/docs/js/";3;5539;6
"92418";"react/grunt/tasks/";3;8309;6
"92429";"react/npm-react-codemod/";2;24372;6
"92430";"react/npm-react-codemod/test/";3;18833;6
"92432";"react/npm-react-codemod/transforms/";3;5539;6
"92438";"react/npm-react/";2;12740;6
"92439";"react/npm-react/addons/";3;13294;6
"92469";"react/scripts/";2;17171;6
"92471";"react/scripts/bench/";3;6647;6
"92474";"react/scripts/perf-counters/";3;7201;6
"92475";"react/scripts/perf-counters/src/";4;6093;6
"92476";"react/src/";2;158972;6
"92477";"react/src/addons/";3;17171;6
"92479";"react/src/addons/link/";4;5539;6
"92481";"react/src/addons/transitions/";4;4431;6
"92483";"react/src/browser/";3;11078;6
"92495";"react/src/browser/ui/";4;7201;6
"92511";"react/src/core/";3;54283;6
"92512";"react/src/core/__tests__/";4;21049;6
"92513";"react/src/dom/";3;15510;6
"92515";"react/src/dom/components/";4;12186;6
"92521";"react/src/event/";3;11078;6
"92525";"react/src/event/eventPlugins/";4;4431;6
"92527";"react/src/event/synthetic/";4;5539;6
"92529";"react/src/eventPlugins/";3;4985;6
"92549";"react/src/modern/class/";4;4431;6
"92553";"react/src/renderers/dom/";4;17725;6
"92600";"react/src/test/";3;4431;6
"92601";"react/src/test/__tests__/";4;4431;6
"92603";"react/src/utils/";3;12740;6
"92604";"react/src/utils/__tests__/";4;7755;6
"92609";"react/src/vendor/core/";4;7201;6
"92631";"react/";1;48003;6
"92637";"react/docs/";2;6366;6
"92751";"react/npm-react-codemod/";2;5717;6
"92752";"react/npm-react-codemod/test/";3;4417;6
"92791";"react/scripts/";2;4028;6
"92798";"react/src/";2;37285;6
"92799";"react/src/addons/";3;4028;6
"92833";"react/src/core/";3;12732;6
"92834";"react/src/core/__tests__/";4;4937;6
"92875";"react/src/renderers/dom/";4;4158;6
"92953";"react/";1;48002;6
"92959";"react/docs/";2;6365;6
"93073";"react/npm-react-codemod/";2;5716;6
"93074";"react/npm-react-codemod/test/";3;4416;6
"93113";"react/scripts/";2;4027;6
"93120";"react/src/";2;37284;6
"93121";"react/src/addons/";3;4027;6
"93155";"react/src/core/";3;12731;6
"93156";"react/src/core/__tests__/";4;4936;6
"93197";"react/src/renderers/dom/";4;4157;6
"93275";"react/";1;204670;6
"93281";"react/docs/";2;27142;6
"93291";"react/docs/_js/";3;9417;6
"93300";"react/docs/docs/";3;9970;6
"93301";"react/docs/docs/likebutton/";4;9417;6
"93326";"react/docs/js/";3;5539;6
"93384";"react/grunt/tasks/";3;8309;6
"93395";"react/npm-react-codemod/";2;24372;6
"93396";"react/npm-react-codemod/test/";3;18833;6
"93398";"react/npm-react-codemod/transforms/";3;5539;6
"93404";"react/npm-react/";2;12740;6
"93405";"react/npm-react/addons/";3;13294;6
"93435";"react/scripts/";2;17171;6
"93437";"react/scripts/bench/";3;6647;6
"93440";"react/scripts/perf-counters/";3;7201;6
"93441";"react/scripts/perf-counters/src/";4;6093;6
"93442";"react/src/";2;158972;6
"93443";"react/src/addons/";3;17171;6
"93445";"react/src/addons/link/";4;5539;6
"93447";"react/src/addons/transitions/";4;4431;6
"93449";"react/src/browser/";3;11078;6
"93461";"react/src/browser/ui/";4;7201;6
"93477";"react/src/core/";3;54283;6
"93478";"react/src/core/__tests__/";4;21049;6
"93479";"react/src/dom/";3;15510;6
"93481";"react/src/dom/components/";4;12186;6
"93487";"react/src/event/";3;11078;6
"93491";"react/src/event/eventPlugins/";4;4431;6
"93493";"react/src/event/synthetic/";4;5539;6
"93495";"react/src/eventPlugins/";3;4985;6
"93515";"react/src/modern/class/";4;4431;6
"93519";"react/src/renderers/dom/";4;17725;6
"93566";"react/src/test/";3;4431;6
"93567";"react/src/test/__tests__/";4;4431;6
"93569";"react/src/utils/";3;12740;6
"93570";"react/src/utils/__tests__/";4;7755;6
"93575";"react/src/vendor/core/";4;7201;6
"93597";"react/";1;48002;6
"93603";"react/docs/";2;6365;6
"93717";"react/npm-react-codemod/";2;5716;6
"93718";"react/npm-react-codemod/test/";3;4417;6
"93757";"react/scripts/";2;4027;6
"93764";"react/src/";2;37284;6
"93765";"react/src/addons/";3;4027;6
"93799";"react/src/core/";3;12731;6
"93800";"react/src/core/__tests__/";4;4936;6
"93841";"react/src/renderers/dom/";4;4157;6
"93919";"react/";1;48002;6
"93925";"react/docs/";2;6365;6
"94039";"react/npm-react-codemod/";2;5716;6
"94040";"react/npm-react-codemod/test/";3;4417;6
"94079";"react/scripts/";2;4027;6
"94086";"react/src/";2;37284;6
"94087";"react/src/addons/";3;4027;6
"94121";"react/src/core/";3;12731;6
"94122";"react/src/core/__tests__/";4;4936;6
"94163";"react/src/renderers/dom/";4;4157;6
"94241";"react/";1;48002;6
"94247";"react/docs/";2;6365;6
"94361";"react/npm-react-codemod/";2;5716;6
"94362";"react/npm-react-codemod/test/";3;4417;6
"94401";"react/scripts/";2;4027;6
"94408";"react/src/";2;37284;6
"94409";"react/src/addons/";3;4027;6
"94443";"react/src/core/";3;12731;6
"94444";"react/src/core/__tests__/";4;4936;6
"94485";"react/src/renderers/dom/";4;4157;6
"94563";"react/";1;48002;6
"94569";"react/docs/";2;6366;6
"94683";"react/npm-react-codemod/";2;5716;6
"94684";"react/npm-react-codemod/test/";3;4417;6
"94723";"react/scripts/";2;4027;6
"94730";"react/src/";2;37285;6
"94731";"react/src/addons/";3;4027;6
"94765";"react/src/core/";3;12731;6
"94766";"react/src/core/__tests__/";4;4937;6
"94807";"react/src/renderers/dom/";4;4157;6
"94885";"react/";1;48002;6
"94891";"react/docs/";2;6366;6
"95005";"react/npm-react-codemod/";2;5716;6
"95006";"react/npm-react-codemod/test/";3;4417;6
"95045";"react/scripts/";2;4027;6
"95052";"react/src/";2;37285;6
"95053";"react/src/addons/";3;4027;6
"95087";"react/src/core/";3;12731;6
"95088";"react/src/core/__tests__/";4;4937;6
"95129";"react/src/renderers/dom/";4;4157;6
"95207";"react/";1;48002;6
"95213";"react/docs/";2;6366;6
"95327";"react/npm-react-codemod/";2;5716;6
"95328";"react/npm-react-codemod/test/";3;4417;6
"95367";"react/scripts/";2;4027;6
"95374";"react/src/";2;37285;6
"95375";"react/src/addons/";3;4027;6
"95409";"react/src/core/";3;12731;6
"95410";"react/src/core/__tests__/";4;4937;6
"95451";"react/src/renderers/dom/";4;4157;6
"95529";"react/";1;48002;6
"95535";"react/docs/";2;6366;6
"95649";"react/npm-react-codemod/";2;5716;6
"95650";"react/npm-react-codemod/test/";3;4417;6
"95689";"react/scripts/";2;4027;6
"95696";"react/src/";2;37285;6
"95697";"react/src/addons/";3;4027;6
"95731";"react/src/core/";3;12731;6
"95732";"react/src/core/__tests__/";4;4937;6
"95773";"react/src/renderers/dom/";4;4157;6
"95851";"react/";1;48002;6
"95857";"react/docs/";2;6366;6
"95971";"react/npm-react-codemod/";2;5716;6
"95972";"react/npm-react-codemod/test/";3;4417;6
"96011";"react/scripts/";2;4027;6
"96018";"react/src/";2;37285;6
"96019";"react/src/addons/";3;4027;6
"96053";"react/src/core/";3;12731;6
"96054";"react/src/core/__tests__/";4;4937;6
"96095";"react/src/renderers/dom/";4;4157;6
"96173";"react/";1;48002;6
"96179";"react/docs/";2;6366;6
"96293";"react/npm-react-codemod/";2;5716;6
"96294";"react/npm-react-codemod/test/";3;4417;6
